"Plate","Well","Sample","Ct","dilution","Adj_Vol"
3,"E8","0222.3Chk.Up.1",NA,10,2.01
3,"E9","0222.3Chk.Up.1",NA,10,2.01
3,"E9","0222.3Chk.Up.1",NA,10,2.01
3,"F1","St6",38.8320083618164,NA,NA
3,"F2","St6",36.6443214416504,NA,NA
3,"F3","St6",37.933910369873,NA,NA
3,"F4","0222.3Chk.Up.2",NA,10,2.01
3,"F5","0222.3Chk.Up.2",NA,10,2.01
3,"F6","0222.3Chk.Up.2",NA,10,2.01
3,"G1","St7",38.6563453674316,NA,NA
3,"G2","St7",40.3645668029785,NA,NA
3,"G3","St7",38.4390563964844,NA,NA
3,"G4","0222.5Sqm.Dn.2",NA,10,2.01666666666667
3,"G5","0222.5Sqm.Dn.2",NA,10,2.01666666666667
3,"G6","0222.5Sqm.Dn.2",NA,10,2.01666666666667
3,"H1","St8",NA,NA,NA
3,"H2","St8",NA,NA,NA
3,"H3","St8",NA,NA,NA
3,"H4","0222.5Sqm.Up.1",NA,10,2
3,"H5","0222.5Sqm.Up.1",NA,10,2
3,"H6","0222.5Sqm.Up.1",NA,10,2
6,"A1","St1",27.4509296417236,NA,NA
6,"A2","St1",27.1785697937012,NA,NA
6,"A3","St1",27.3597602844238,NA,NA
6,"A4","0921.4Pad.Dn.3",33.7611503601074,1,2.03666666666667
6,"A5","0921.4Pad.Dn.3",34.0124969482422,1,2.03666666666667
6,"A6","0921.4Pad.Dn.3",34.2133827209473,1,2.03666666666667
6,"A7","1021.4Pad.Up11.1",38.2159385681152,1,2.01666666666667
6,"A8","1021.4Pad.Up11.1",39.2694664001465,1,2.01666666666667
6,"A9","1021.4Pad.Up11.1",38.2330131530762,1,2.01666666666667
6,"B1","St2",30.7793197631836,NA,NA
6,"B2","St2",30.6654281616211,NA,NA
6,"B3","St2",30.5751686096191,NA,NA
6,"B4","0921.4Pad.Up11.2",32.877067565918,1,2.03333333333333
6,"B5","0921.4Pad.Up11.2",32.5026626586914,1,2.03333333333333
6,"B6","0921.4Pad.Up11.2",33.0793952941895,1,2.03333333333333
6,"B7","1021.4Pad.Up11.2",35.5627136230469,1,2.01666666666667
6,"B8","1021.4Pad.Up11.2",34.7249870300293,1,2.01666666666667
6,"B9","1021.4Pad.Up11.2",35.5634155273438,1,2.01666666666667
6,"B10","1221.4Pad.Up11.1",NA,1,2.01666666666667
6,"B11","1221.4Pad.Up11.1",NA,1,2.01666666666667
6,"B12","1221.4Pad.Up11.1",NA,1,2.01666666666667
6,"C1","St3",34.1767692565918,NA,NA
6,"C2","St3",34.4183197021484,NA,NA
6,"C3","St3",34.1282577514648,NA,NA
6,"C4","0921.4Pad.Up5.1",34.1589126586914,1,2.02
6,"C5","0921.4Pad.Up5.1",34.3217315673828,1,2.02
6,"C6","0921.4Pad.Up5.1",35.1241073608398,1,2.02
6,"C7","1021.4Pad.Up5.1",38.3600692749023,1,2.02333333333333
6,"C8","1021.4Pad.Up5.1",NA,1,2.02333333333333
6,"C9","1021.4Pad.Up5.1",37.4813079833984,1,2.02333333333333
6,"D1","St4",38.6070594787598,NA,NA
6,"D2","St4",36.9122581481934,NA,NA
6,"D3","St4",39.5450668334961,NA,NA
6,"D4","0921.4Pad.Up5.2",34.952465057373,1,2.02
6,"D5","0921.4Pad.Up5.2",35.8525314331055,1,2.02
6,"D6","0921.4Pad.Up5.2",35.1603698730469,1,2.02
6,"D7","1021.4Pad.Up5.2",35.9119262695312,1,2.02333333333333
6,"D8","1021.4Pad.Up5.2",35.9027671813965,1,2.02333333333333
6,"D9","1021.4Pad.Up5.2",37.1090927124023,1,2.02333333333333
6,"D10","0122.4Pad.Up11.1",NA,1,2.01333333333333
6,"D11","0122.4Pad.Up11.1",39.168140411377,1,2.01333333333333
6,"D12","0122.4Pad.Up11.1",NA,1,2.01333333333333
6,"E1","St5",41.8703575134277,NA,NA
6,"E2","St5",NA,NA,NA
6,"E3","St5",NA,NA,NA
6,"E4","0921.4Pad.Up5.3",37.7797508239746,1,2.02
6,"E5","0921.4Pad.Up5.3",37.5573844909668,1,2.02
6,"E6","0921.4Pad.Up5.3",37.8519668579102,1,2.02
6,"E10","0222.4Pad.Dn.1",NA,1,2.00666666666667
6,"E11","0222.4Pad.Dn.1",NA,1,2.00666666666667
6,"E12","0222.4Pad.Dn.1",38.5316696166992,1,2.00666666666667
6,"F1","St6",NA,NA,NA
6,"F2","St6",NA,NA,NA
6,"F3","St6",NA,NA,NA
6,"F4","1021.4Pad.Dn.1",NA,1,2.00666666666667
6,"F5","1021.4Pad.Dn.1",NA,1,2.00666666666667
6,"F6","1021.4Pad.Dn.1",39.4867706298828,1,2.00666666666667
6,"F10","0222.4Pad.Dn.2",NA,1,2.00666666666667
6,"F11","0222.4Pad.Dn.2",39.1296806335449,1,2.00666666666667
6,"F12","0222.4Pad.Dn.2",37.57470703125,1,2.00666666666667
6,"G1","St7",NA,NA,NA
6,"G2","St7",39.8478012084961,NA,NA
6,"G3","St7",41.9598083496094,NA,NA
6,"G4","1021.4Pad.Dn.2",37.846923828125,1,2.00666666666667
6,"G5","1021.4Pad.Dn.2",NA,1,2.00666666666667
6,"G6","1021.4Pad.Dn.2",38.4558982849121,1,2.00666666666667
6,"G10","1221.1Prt.Dn.2",NA,100,2.02666666666667
6,"G11","1221.1Prt.Dn.2",38.5975914001465,100,2.02666666666667
6,"G12","1221.1Prt.Dn.2",38.492359161377,100,2.02666666666667
6,"H1","St8",NA,NA,NA
6,"H2","St8",NA,NA,NA
6,"H3","St8",NA,NA,NA
6,"H4","1021.4Pad.Dn.3",37.6735801696777,1,2.00666666666667
6,"H5","1021.4Pad.Dn.3",38.4116249084473,1,2.00666666666667
6,"H6","1021.4Pad.Dn.3",38.4289474487305,1,2.00666666666667
7,"A1","St1",20.3630065917969,NA,NA
7,"A2","St1",20.5279026031494,NA,NA
7,"A3","St1",20.4517345428467,NA,NA
7,"A7","0521.4Pad.Up5.1",NA,10,2.01666666666667
7,"A8","0521.4Pad.Up5.1",NA,10,2.01666666666667
7,"A9","0521.4Pad.Up5.1",NA,10,2.01666666666667
7,"B1","St2",23.8348598480225,NA,NA
7,"B2","St2",23.8744602203369,NA,NA
7,"B3","St2",23.8955574035645,NA,NA
7,"B7","0521.4Pad.Up5.3",NA,10,2.01666666666667
7,"B8","0521.4Pad.Up5.3",NA,10,2.01666666666667
7,"B9","0521.4Pad.Up5.3",NA,10,2.01666666666667
7,"B10","0821.4Pad.Up11.3",35.9234352111816,10,2
7,"B11","0821.4Pad.Up11.3",37.4517478942871,10,2
7,"B12","0821.4Pad.Up11.3",37.0049514770508,10,2
7,"C1","St3",27.2777919769287,NA,NA
7,"C2","St3",27.1556777954102,NA,NA
7,"C3","St3",27.1634387969971,NA,NA
7,"C4","0222.4Pad.Up11.2",38.9195098876953,1,2.00666666666667
7,"C5","0222.4Pad.Up11.2",NA,1,2.00666666666667
7,"C6","0222.4Pad.Up11.2",38.5089073181152,1,2.00666666666667
7,"C7","0621.4Pad.Up5.1",39.0513763427734,10,2.01666666666667
7,"C8","0621.4Pad.Up5.1",37.6324081420898,10,2.01666666666667
7,"C9","0621.4Pad.Up5.1",38.5700302124023,10,2.01666666666667
7,"D1","St4",30.3148803710938,NA,NA
7,"D2","St4",30.541389465332,NA,NA
7,"D3","St4",30.3581237792969,NA,NA
7,"D4","0222.4Pad.Up11.3",38.7763938903809,1,2.00666666666667
7,"D5","0222.4Pad.Up11.3",37.8097496032715,1,2.00666666666667
7,"D6","0222.4Pad.Up11.3",NA,1,2.00666666666667
7,"D7","0621.4Pad.Up5.2",36.5269927978516,10,2.01666666666667
7,"D8","0621.4Pad.Up5.2",35.6908683776855,10,2.01666666666667
7,"D9","0621.4Pad.Up5.2",36.6947441101074,10,2.01666666666667
7,"D10","0921.4Pad.Up11.3",35.9661140441895,10,2.03333333333333
7,"D11","0921.4Pad.Up11.3",36.2098846435547,10,2.03333333333333
7,"D12","0921.4Pad.Up11.3",37.0347747802734,10,2.03333333333333
7,"E1","St5",33.5652198791504,NA,NA
7,"E2","St5",33.6149024963379,NA,NA
7,"E3","St5",33.562816619873,NA,NA
7,"E4","0222.4Pad.Up5.2",NA,1,1.99666666666667
7,"E5","0222.4Pad.Up5.2",NA,1,1.99666666666667
7,"E6","0222.4Pad.Up5.2",NA,1,1.99666666666667
7,"E7","0621.4Pad.Up5.3",38.4980201721191,10,2.01666666666667
7,"E8","0621.4Pad.Up5.3",37.3812561035156,10,2.01666666666667
7,"E9","0621.4Pad.Up5.3",37.6912879943848,10,2.01666666666667
7,"E10","1021.4Pad.Up11.3",NA,10,2.01666666666667
7,"E11","1021.4Pad.Up11.3",NA,10,2.01666666666667
7,"E12","1021.4Pad.Up11.3",NA,10,2.01666666666667
7,"F1","St6",34.6158676147461,NA,NA
7,"F2","St6",34.5052757263184,NA,NA
7,"F3","St6",34.3426895141602,NA,NA
7,"F4","0222.4Pad.Up5.3",NA,1,1.99666666666667
7,"F5","0222.4Pad.Up5.3",NA,1,1.99666666666667
7,"F6","0222.4Pad.Up5.3",NA,1,1.99666666666667
7,"F7","0721.4Pad.Dn.2",NA,10,2.01
7,"F8","0721.4Pad.Dn.2",38.9757461547852,10,2.01
7,"F9","0721.4Pad.Dn.2",NA,10,2.01
7,"F10","1021.4Pad.Up5.3",NA,10,2.02333333333333
7,"F11","1021.4Pad.Up5.3",NA,10,2.02333333333333
7,"F12","1021.4Pad.Up5.3",NA,10,2.02333333333333
7,"G1","St7",34.7754058837891,NA,NA
7,"G2","St7",34.2391090393066,NA,NA
7,"G3","St7",34.9425811767578,NA,NA
7,"G4","0521.4Pad.Up11.2",38.1393928527832,10,2.01
7,"G5","0521.4Pad.Up11.2",37.9667625427246,10,2.01
7,"G6","0521.4Pad.Up11.2",39.3178825378418,10,2.01
7,"G7","0721.4Pad.Up5.2",37.2460556030273,10,2.01333333333333
7,"G8","0721.4Pad.Up5.2",39.9336700439453,10,2.01333333333333
7,"G9","0721.4Pad.Up5.2",37.5568771362305,10,2.01333333333333
7,"H1","St8",36.0268249511719,NA,NA
7,"H2","St8",35.991870880127,NA,NA
7,"H3","St8",36.0002670288086,NA,NA
7,"H4","0521.4Pad.Up11.3",38.9607887268066,10,2.01
7,"H5","0521.4Pad.Up11.3",36.5865516662598,10,2.01
7,"H6","0521.4Pad.Up11.3",36.7509841918945,10,2.01
7,"H7","0821.4Pad.Dn.2",NA,10,2.01
7,"H8","0821.4Pad.Dn.2",NA,10,2.01
7,"H9","0821.4Pad.Dn.2",NA,10,2.01
8,"A1","St1",20.8166236877441,NA,NA
8,"A2","St1",20.8231735229492,NA,NA
8,"A3","St1",20.7638664245605,NA,NA
8,"A4","1121.4Pad.Dn.1",38.7018508911133,100,1.18666666666667
8,"A5","1121.4Pad.Dn.1",39.8701019287109,100,1.18666666666667
8,"A6","1121.4Pad.Dn.1",NA,100,1.18666666666667
8,"A7","1221.4Pad.Up11.3",NA,10,2.01666666666667
8,"A8","1221.4Pad.Up11.3",NA,10,2.01666666666667
8,"A9","1221.4Pad.Up11.3",NA,10,2.01666666666667
8,"A10","0122.4Pad.Up5.1",NA,10,2.03333333333333
8,"A11","0122.4Pad.Up5.1",NA,10,2.03333333333333
8,"A12","0122.4Pad.Up5.1",NA,10,2.03333333333333
8,"B1","St2",24.1061763763428,NA,NA
8,"B2","St2",24.0758686065674,NA,NA
8,"B3","St2",23.9562034606934,NA,NA
8,"B7","1221.4Pad.Up5.1",NA,10,2.01333333333333
8,"B8","1221.4Pad.Up5.1",NA,10,2.01333333333333
8,"B9","1221.4Pad.Up5.1",NA,10,2.01333333333333
8,"B10","0122.4Pad.Up5.2",NA,10,2.03333333333333
8,"B11","0122.4Pad.Up5.2",NA,10,2.03333333333333
8,"B12","0122.4Pad.Up5.2",NA,10,2.03333333333333
8,"C1","St3",27.2902889251709,NA,NA
8,"C2","St3",27.3020839691162,NA,NA
8,"C3","St3",27.3359394073486,NA,NA
8,"C4","1121.4Pad.Dn.3",37.6442947387695,10,1.18666666666667
8,"C5","1121.4Pad.Dn.3",36.8392868041992,10,1.18666666666667
8,"C6","1121.4Pad.Dn.3",36.9526824951172,10,1.18666666666667
8,"C7","1221.4Pad.Up5.2",NA,10,2.01333333333333
8,"C8","1221.4Pad.Up5.2",NA,10,2.01333333333333
8,"C9","1221.4Pad.Up5.2",NA,10,2.01333333333333
8,"C10","0122.4Pad.Up5.3",NA,10,2.03333333333333
8,"C11","0122.4Pad.Up5.3",NA,10,2.03333333333333
8,"C12","0122.4Pad.Up5.3",NA,10,2.03333333333333
8,"D1","St4",30.8360157012939,NA,NA
8,"D2","St4",30.6946182250977,NA,NA
8,"D3","St4",30.7788848876953,NA,NA
8,"D4","1121.4Pad.Up11.2",36.5187721252441,100,1.07666666666667
8,"D5","1121.4Pad.Up11.2",37.0702438354492,100,1.07666666666667
8,"D6","1121.4Pad.Up11.2",36.8107414245605,100,1.07666666666667
8,"D7","1221.4Pad.Up5.3",NA,10,2.01333333333333
8,"D8","1221.4Pad.Up5.3",NA,10,2.01333333333333
8,"D9","1221.4Pad.Up5.3",NA,10,2.01333333333333
8,"D10","0222.4Pad.Up5.1",NA,10,1.99666666666667
8,"D11","0222.4Pad.Up5.1",NA,10,1.99666666666667
8,"D12","0222.4Pad.Up5.1",NA,10,1.99666666666667
8,"E1","St5",33.6497039794922,NA,NA
8,"E2","St5",33.5354766845703,NA,NA
8,"E3","St5",33.8882865905762,NA,NA
8,"E4","1221.4Pad.Dn.1",38.3567924499512,10,2.03666666666667
8,"E5","1221.4Pad.Dn.1",36.9144134521484,10,2.03666666666667
8,"E6","1221.4Pad.Dn.1",38.0828742980957,10,2.03666666666667
8,"E7","0122.4Pad.Dn.2",NA,10,2.04
8,"E8","0122.4Pad.Dn.2",NA,10,2.04
