# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=176807474
# chain_id=1
# iter=2000
# warmup=500
# save_warmup=1
# thin=1
# refresh=10
# stepsize=0.01
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.7
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=temp/tmp_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_std_curve_0,beta_std_curve_1,sigma_std_curve,envir_concentration.1,envir_concentration.2,envir_concentration.3,envir_concentration.4,envir_concentration.5,envir_concentration.6,envir_concentration.7,envir_concentration.8,envir_concentration.9,envir_concentration.10,envir_concentration.11,envir_concentration.12,envir_concentration.13,envir_concentration.14,envir_concentration.15,envir_concentration.16,envir_concentration.17,envir_concentration.18,envir_concentration.19,envir_concentration.20,envir_concentration.21,envir_concentration.22,envir_concentration.23,envir_concentration.24,envir_concentration.25,envir_concentration.26,envir_concentration.27,envir_concentration.28,envir_concentration.29,envir_concentration.30,envir_concentration.31,envir_concentration.32,envir_concentration.33,envir_concentration.34,envir_concentration.35,envir_concentration.36,envir_concentration.37,envir_concentration.38,envir_concentration.39,envir_concentration.40,envir_concentration.41,envir_concentration.42,envir_concentration.43,envir_concentration.44,envir_concentration.45,envir_concentration.46,envir_concentration.47,envir_concentration.48,envir_concentration.49,envir_concentration.50,envir_concentration.51,envir_concentration.52,envir_concentration.53,envir_concentration.54,envir_concentration.55,envir_concentration.56,sigma_envir_qPCR,mu_std_curve.1,mu_std_curve.2,mu_std_curve.3,mu_std_curve.4,mu_std_curve.5,mu_qPCR_envir.1,mu_qPCR_envir.2,mu_qPCR_envir.3,mu_qPCR_envir.4,mu_qPCR_envir.5,mu_qPCR_envir.6,mu_qPCR_envir.7,mu_qPCR_envir.8,mu_qPCR_envir.9,mu_qPCR_envir.10,mu_qPCR_envir.11,mu_qPCR_envir.12,mu_qPCR_envir.13,mu_qPCR_envir.14,mu_qPCR_envir.15,mu_qPCR_envir.16,mu_qPCR_envir.17,mu_qPCR_envir.18,mu_qPCR_envir.19,mu_qPCR_envir.20,mu_qPCR_envir.21,mu_qPCR_envir.22,mu_qPCR_envir.23,mu_qPCR_envir.24,mu_qPCR_envir.25,mu_qPCR_envir.26,mu_qPCR_envir.27,mu_qPCR_envir.28,mu_qPCR_envir.29,mu_qPCR_envir.30,mu_qPCR_envir.31,mu_qPCR_envir.32,mu_qPCR_envir.33,mu_qPCR_envir.34,mu_qPCR_envir.35,mu_qPCR_envir.36,mu_qPCR_envir.37,mu_qPCR_envir.38,mu_qPCR_envir.39,mu_qPCR_envir.40,mu_qPCR_envir.41,mu_qPCR_envir.42,mu_qPCR_envir.43,mu_qPCR_envir.44,mu_qPCR_envir.45,mu_qPCR_envir.46,mu_qPCR_envir.47,mu_qPCR_envir.48,mu_qPCR_envir.49,mu_qPCR_envir.50,mu_qPCR_envir.51,mu_qPCR_envir.52,mu_qPCR_envir.53,mu_qPCR_envir.54,mu_qPCR_envir.55,mu_qPCR_envir.56
-74.3442,0.740524,0.192017,5,31,0,107.453,38.979,-2.84967,0.937975,0.902995,1.17279,0.964268,1.06938,0.909797,1.00029,0.978104,1.05358,0.942584,0.94369,0.640689,0.166323,-0.221798,0.186003,0.348068,-0.0260116,0.40194,0.395669,0.152752,0.343002,0.624874,-0.253767,-0.139111,0.235981,0.714023,1.54415,1.55056,0.373642,-0.665444,1.15993,1.32157,0.753529,0.728705,1.56428,1.83354,1.39548,1.68978,1.70841,-0.21163,1.35385,0.906692,0.721018,0.826949,0.554921,0.61324,1.60498,0.994078,0.804589,0.79762,1.09397,1.05041,-1.27532,0.0044919,-1.40638,-0.013585,0.452379,0.0731693,24.7306,27.5803,30.43,33.2797,36.1293,36.4058,35.6369,36.2312,35.9316,36.3864,36.1285,36.1917,35.9766,36.2929,36.2898,37.1532,38.505,39.6111,38.449,37.9871,39.0531,37.8336,37.8515,38.5437,38.0016,37.1983,39.7022,39.3754,38.3065,36.9443,34.5787,34.5604,37.9142,40.8753,35.6736,35.213,36.8317,36.9024,34.5213,33.754,35.0023,34.1637,34.1106,39.5821,35.121,36.3952,36.9243,36.6225,37.3977,37.2315,34.4053,36.1462,36.6862,36.706,35.8616,35.9857,42.6133,38.9662,42.9867,39.0177,37.6899
-77.0388,0.454149,0.211316,4,31,0,106.246,39.2654,-2.97182,0.93027,0.422977,1.21343,1.15931,0.915677,0.938682,0.75566,1.32389,1.22032,0.862425,0.923521,0.719269,0.0458542,0.188906,0.390697,0.46593,0.451589,0.306142,0.370993,0.0261859,0.290421,0.366798,-0.0666211,-0.123227,0.316236,0.664707,1.37359,1.33766,0.192029,-0.547645,1.12316,1.61045,0.84413,0.673079,1.59754,1.71945,1.20062,1.66321,1.8527,-0.381289,1.18694,0.843503,0.830198,1.20686,0.888428,0.320488,1.20452,0.53561,0.152661,0.730019,1.2315,1.29999,-0.972118,0.348652,-1.31018,0.115973,0.833608,0.0416098,24.4063,27.3782,30.35,33.3218,36.2936,38.0084,35.6594,35.8202,36.5442,36.4759,37.0198,35.3311,35.6389,36.7025,36.5209,37.1279,39.1292,38.7041,38.1044,37.8808,37.9234,38.3556,38.1629,39.1876,38.4024,38.1754,39.4634,39.6317,38.3257,37.2901,35.1834,35.2902,38.6948,40.893,35.9276,34.4795,36.7568,37.2652,34.5178,34.1555,35.6974,34.3227,33.7596,40.3986,35.7381,36.7587,36.7982,35.6789,36.6252,38.313,35.6858,37.6737,38.8118,37.096,35.6057,35.4021,42.1544,38.2293,43.1591,38.9208,36.7881
-73.9433,0.998621,0.130751,5,31,0,109.056,39.1128,-2.93105,0.911312,0.664029,0.948233,0.4789,1.35331,1.24242,0.763833,1.17731,0.985264,0.89151,0.866578,0.705102,0.12332,-0.0494533,0.121901,0.233686,0.17639,0.587968,0.495095,0.23944,0.205549,0.503635,-0.04278,0.196596,0.253089,1.12051,1.0325,1.27072,0.468863,-0.73477,1.19322,1.42765,1.2692,0.109255,1.75168,1.69751,1.29573,1.28665,1.85791,-0.011109,1.65203,0.944974,0.538627,0.529681,0.726234,0.0757285,0.947591,1.47562,0.966677,0.840899,1.30302,0.866517,-1.16187,-0.074463,-0.685521,0.90165,0.76523,0.196009,24.4576,27.3886,30.3197,33.2507,36.1818,37.1665,36.3335,37.7091,35.1462,35.4712,36.874,35.6621,36.225,36.4998,36.5728,37.0461,38.7514,39.2578,38.7555,38.4279,38.5958,37.3895,37.6617,38.411,38.5104,37.6366,39.2382,38.5366,38.371,35.8286,36.0865,35.3883,37.7386,41.2665,35.6154,34.9283,35.3927,38.7926,33.9786,34.1374,35.315,35.3416,33.6672,39.1454,34.2706,36.3431,37.5341,37.5603,36.9842,38.8909,36.3354,34.7877,36.2794,36.6481,35.2936,36.573,42.5183,39.3311,41.1221,36.47,36.8699
-72.4774,0.262721,0.241145,4,22,1,101.942,38.9163,-2.8575,0.920339,0.772967,0.878717,0.666777,1.47664,1.25615,0.655094,1.36636,0.599364,0.923976,1.08599,0.438156,0.106597,0.0557165,0.063327,0.12164,0.314253,0.299984,0.589263,-0.0021772,0.24476,0.318509,-0.186293,0.00379774,0.123545,1.10868,0.929273,1.33548,0.32605,-0.856302,1.13845,1.50697,0.946015,0.35641,1.99875,1.55417,1.51618,1.39136,1.75886,0.0397934,1.59928,0.856518,0.647107,0.55884,0.589393,-0.0269804,0.905011,1.15145,1.01796,0.662603,1.30871,0.828641,-1.30342,-0.340309,-1.03361,0.669065,0.836977,0.0892728,24.6288,27.4863,30.3438,33.2013,36.0588,36.7075,36.4053,37.011,34.6968,35.3268,37.0443,35.0119,37.2036,36.276,35.8131,37.6642,38.6117,38.7571,38.7353,38.5687,38.0183,38.0591,37.2325,38.9225,38.2169,38.0061,39.4486,38.9054,38.5632,35.7482,36.2609,35.1001,37.9846,41.3632,35.6632,34.6101,36.213,37.8978,33.2048,34.4752,34.5838,34.9405,33.8903,38.8026,34.3463,36.4688,37.0672,37.3194,37.2321,38.9934,36.3302,35.626,36.0075,37.0229,35.1766,36.5484,42.6408,39.8887,41.8698,37.0044,36.5246
-76.9047,0.986038,0.102389,5,63,0,110.564,38.8784,-2.91922,0.895533,1.25006,0.900786,0.609397,1.37174,0.708034,0.72709,0.893272,0.506274,0.874329,0.665317,0.559375,0.265484,-0.357722,-0.0501029,0.00278485,0.225084,0.338801,0.884585,0.104244,-0.0355508,0.0602009,-0.181327,-0.350306,0.254284,1.1713,0.973458,1.19344,0.264228,-0.746417,1.22108,1.43859,1.10782,0.388733,1.91951,1.53146,1.30095,1.27189,1.7104,-0.129261,1.51809,0.864738,0.450116,0.818778,0.721849,-0.0907803,1.38436,1.00051,1.14465,0.435675,1.18788,0.913849,-1.58772,-0.111325,-0.763723,0.66138,0.732839,0.173173,24.2823,27.2015,30.1207,33.0399,35.9592,35.2292,36.2488,37.0994,34.874,36.8115,36.7558,36.2707,37.4005,36.326,36.9362,37.2454,38.1034,39.9226,39.0246,38.8702,38.2213,37.8893,36.2961,38.5741,38.9822,38.7026,39.4077,39.901,38.1361,35.4591,36.0366,35.3945,38.107,41.0573,35.3138,34.6788,35.6444,37.7436,33.2749,34.4077,35.0806,35.1655,33.8853,39.2557,34.4467,36.354,37.5644,36.4882,36.7711,39.1434,34.8371,35.9577,35.5369,37.6065,35.4107,36.2107,43.5133,39.2034,41.1079,36.9477,36.7391
-82.8909,0.436362,0.183297,5,31,0,110.562,38.7228,-2.77603,0.995857,0.48949,1.05891,0.583179,1.17845,0.803876,0.929646,0.75458,0.847896,0.680579,0.707929,0.562635,0.465323,-0.400794,0.0192592,0.179533,0.613031,0.434315,0.622773,0.0781475,-0.38859,0.269199,0.00273933,-0.279079,0.215077,1.24697,1.2494,1.4628,0.826901,-0.499756,0.985334,1.34371,0.982506,0.688877,1.91347,1.53978,1.17535,1.29408,1.74915,-0.146857,1.58137,0.734575,0.562433,0.61141,1.06716,0.0279103,1.5133,0.26874,1.10936,0.514385,0.98986,0.776255,-1.2025,-0.382815,-1.54134,0.878471,0.816321,0.0217341,24.8426,27.6186,30.3947,33.1707,35.9467,37.3639,35.7832,37.1038,35.4514,36.4912,36.142,36.628,36.369,36.8334,36.7575,37.1609,37.431,39.8354,38.6693,38.2244,37.021,37.5171,36.9939,38.5058,39.8015,37.9755,38.7152,39.4975,38.1257,35.2611,35.2544,34.662,36.4273,40.1101,35.9874,34.9926,35.9953,36.8104,33.4109,34.4483,35.4599,35.1304,33.8671,39.1304,34.3328,36.6836,37.1614,37.0255,35.7603,38.6453,34.5218,37.9767,35.6432,37.2948,35.9749,36.5678,42.0609,39.7855,43.0016,36.2841,36.4566
-72.1176,0.998211,0.110578,5,31,0,111.3,39.0244,-2.91574,0.862745,0.478386,0.857408,1.81809,1.01021,1.29093,0.915571,1.37125,1.10578,0.824999,0.754744,0.483496,-0.0718336,0.346943,-0.0330818,0.361574,-0.19185,0.00975038,0.583521,0.125208,0.438342,0.30314,-0.646069,0.205606,0.186152,1.12234,1.10472,1.25488,-0.0101639,-0.117431,1.27396,1.01717,0.997868,0.207771,1.74966,1.85907,1.03234,1.33568,1.2642,-0.218835,1.61304,0.531609,0.790558,0.84662,0.968619,0.450199,1.07079,1.27452,0.63955,0.5943,1.43236,1.46652,-0.787694,0.49229,-1.09998,0.381022,0.874062,0.0549939,24.4457,27.3615,30.2772,33.1929,36.1087,37.6296,36.5244,33.7233,36.0789,35.2604,36.3548,35.0262,35.8003,36.6189,36.8238,37.6147,39.2339,38.0128,39.1209,37.9702,39.5838,38.996,37.323,38.6593,37.7463,38.1405,40.9082,38.4249,38.4816,35.7519,35.8033,35.3655,39.054,39.3668,35.3099,36.0586,36.1149,38.4186,33.9229,33.6039,36.0144,35.1299,35.3383,39.6625,34.3212,37.4744,36.7193,36.5559,36.2002,37.7117,35.9023,35.3082,37.1596,37.2916,34.848,34.7484,41.3211,37.589,42.2317,37.9134,36.4759
-75.1715,1,0.201516,4,15,0,101.566,39.0557,-2.91862,0.859697,0.446285,0.985076,2.14379,1.14892,1.16272,0.991407,1.19082,1.17124,0.792802,0.642028,0.291566,-0.122236,0.150783,-0.155691,0.321238,-0.328917,0.260026,0.432565,0.270774,0.365884,0.260494,-0.718803,0.173231,0.0277269,1.11966,1.25124,1.0651,0.202233,0.128969,1.25391,1.12174,1.05486,0.214132,1.80936,1.84834,1.14883,1.49436,1.41904,-0.160909,1.69326,0.554636,0.938418,0.790938,0.927443,0.594396,1.13783,1.04188,0.564382,0.649572,1.53338,1.45585,-0.82234,0.577302,-0.817703,0.492272,0.98643,0.0559197,24.4626,27.3812,30.2998,33.2184,36.137,37.7531,36.1806,32.7988,35.7024,35.6621,36.1621,35.5801,35.6373,36.7418,37.1818,38.2047,39.4124,38.6156,39.5101,38.1181,40.0156,38.2968,37.7932,38.2654,37.9878,38.2954,41.1536,38.5501,38.9747,35.7878,35.4038,35.9471,38.4654,38.6793,35.396,35.7817,35.9769,38.4307,33.7748,33.6611,35.7027,34.6942,34.914,39.5253,34.1137,37.4369,36.3168,36.7472,36.3488,37.3209,35.7348,36.0148,37.4085,37.1598,34.5803,34.8066,41.4558,37.3707,41.4422,37.6189,36.1767
-75.1715,1.69592e-19,0.366424,1,2,1,107.623,39.0557,-2.91862,0.859697,0.446285,0.985076,2.14379,1.14892,1.16272,0.991407,1.19082,1.17124,0.792802,0.642028,0.291566,-0.122236,0.150783,-0.155691,0.321238,-0.328917,0.260026,0.432565,0.270774,0.365884,0.260494,-0.718803,0.173231,0.0277269,1.11966,1.25124,1.0651,0.202233,0.128969,1.25391,1.12174,1.05486,0.214132,1.80936,1.84834,1.14883,1.49436,1.41904,-0.160909,1.69326,0.554636,0.938418,0.790938,0.927443,0.594396,1.13783,1.04188,0.564382,0.649572,1.53338,1.45585,-0.82234,0.577302,-0.817703,0.492272,0.98643,0.0559197,24.4626,27.3812,30.2998,33.2184,36.137,37.7531,36.1806,32.7988,35.7024,35.6621,36.1621,35.5801,35.6373,36.7418,37.1818,38.2047,39.4124,38.6156,39.5101,38.1181,40.0156,38.2968,37.7932,38.2654,37.9878,38.2954,41.1536,38.5501,38.9747,35.7878,35.4038,35.9471,38.4654,38.6793,35.396,35.7817,35.9769,38.4307,33.7748,33.6611,35.7027,34.6942,34.914,39.5253,34.1137,37.4369,36.3168,36.7472,36.3488,37.3209,35.7348,36.0148,37.4085,37.1598,34.5803,34.8066,41.4558,37.3707,41.4422,37.6189,36.1767
-66.7282,0.993673,0.0951196,5,31,0,102.685,39.0343,-2.85975,0.902387,0.442025,0.922146,1.42717,0.957827,0.776111,0.756472,1.0277,0.762941,0.719701,0.530554,0.748185,0.310244,-0.150244,0.0791691,0.506486,0.431622,0.24112,0.629835,0.10056,0.215974,0.0812723,0.0801677,0.200261,0.124839,0.705464,1.35746,1.61109,0.244819,-0.0738611,1.08379,1.55472,1.0149,0.485858,2.18143,1.81748,0.98023,1.41175,1.81951,-0.349117,1.56882,0.558379,0.846656,0.743595,0.629465,0.437901,1.48122,1.14435,0.461148,0.578804,1.65737,0.926667,-1.12486,0.287719,-1.10219,0.504572,0.871637,0.0609482,24.7355,27.5952,30.455,33.3147,36.1745,37.7702,36.3971,34.9529,36.2951,36.8148,36.8709,36.0953,36.8524,36.9761,37.517,36.8946,38.147,39.4639,38.8079,37.5858,37.7999,38.3447,37.2331,38.7467,38.4166,38.8018,38.805,38.4616,38.6772,37.0168,35.1523,34.4269,38.3341,39.2455,35.9349,34.5881,36.1319,37.6448,32.7959,33.8367,36.231,34.997,33.8309,40.0326,34.5478,37.4374,36.613,36.9078,37.2341,37.782,34.7983,35.7617,37.7155,37.379,34.2946,36.3842,42.2511,38.2115,42.1862,37.5913,36.5416
-68.9657,0.873283,0.170487,5,31,0,102.218,39.4296,-2.98525,0.885193,0.969783,1.11861,1.04044,1.58288,1.55753,1.0942,1.35166,1.19316,1.0732,0.821086,0.405944,0.186396,0.53039,0.0973261,0.421842,0.95007,0.549128,0.738658,0.372384,-0.0903458,0.681187,-0.395953,-0.0125039,0.448494,1.40385,1.48489,1.42461,0.757172,-0.0242172,1.26381,1.07737,1.03264,0.727727,1.61848,2.11333,1.6449,1.63421,1.67287,-0.163293,1.81664,0.799904,0.854243,1.05655,0.782805,0.510375,1.32014,0.904652,1.36063,0.933427,1.03453,1.27352,-0.767019,0.0469791,-0.91718,0.780545,0.890246,0.0657319,24.5033,27.4885,30.4738,33.459,36.4443,36.5345,36.0902,36.3236,34.7043,34.7799,36.1631,35.3945,35.8677,36.2258,36.9784,38.2177,38.8731,37.8462,39.139,38.1702,36.5934,37.7903,37.2245,38.3179,39.6993,37.396,40.6116,39.4669,38.0907,35.2387,34.9968,35.1767,37.1692,39.5018,35.6568,36.2133,36.3469,37.2571,34.598,33.1207,34.5191,34.551,34.4356,39.917,34.0064,37.0416,36.8794,36.2755,37.0927,37.906,35.4886,36.7289,35.3677,36.643,36.3412,35.6278,41.7193,39.2893,42.1676,37.0994,36.7719
-69.7492,0.31727,0.241109,2,6,1,91.409,39.58,-3.01096,0.861264,0.979872,1.16031,0.958414,1.64552,1.50716,1.12386,1.29206,1.2564,1.05395,0.800645,0.512162,0.288726,0.569609,0.0125424,0.415512,0.924015,0.62475,0.73777,0.396177,-0.0670172,0.648027,-0.3444,0.0154586,0.452046,1.40931,1.47551,1.3994,0.757985,-0.0390801,1.23618,1.08185,1.02777,0.744032,1.60052,2.14449,1.69658,1.6557,1.67055,-0.202579,1.84882,0.808292,0.810094,1.03787,0.779752,0.462424,1.31092,1.01387,1.43037,0.901089,1.02506,1.28166,-0.899184,0.112047,-0.858951,0.81286,0.931344,0.0633083,24.5253,27.5362,30.5472,33.5581,36.5691,36.6297,36.0864,36.6943,34.6255,35.0421,36.1962,35.6897,35.7971,36.4066,37.1693,38.038,38.7107,37.865,39.5423,38.329,36.7979,37.699,37.3587,38.3872,39.7818,37.6289,40.617,39.5335,38.219,35.3367,35.1373,35.3665,37.2978,39.6977,35.858,36.3226,36.4855,37.3398,34.761,33.1231,34.4717,34.5948,34.5501,40.19,34.0133,37.1463,37.1409,36.4551,37.2322,38.1877,35.6329,36.5273,35.2733,36.8669,36.4936,35.721,42.2875,39.2427,42.1663,37.1326,36.7758
-62.0258,0.998064,0.117235,5,31,0,94.6364,39.4808,-2.98973,0.853066,0.155555,1.25807,1.02317,1.68998,1.13401,1.1215,1.22964,0.527292,0.920821,0.86115,0.742919,0.174952,-0.12773,0.0173332,0.377178,0.327011,0.55285,0.84481,0.371651,0.226474,0.696746,-0.233464,0.0541276,0.577423,1.20958,1.47182,1.48453,0.986821,0.13008,1.32774,1.37294,0.86689,0.864758,1.88129,1.90981,1.57137,1.59564,1.85307,-0.168203,1.86685,0.571334,1.13484,0.950911,1.11126,0.768261,1.59516,0.935864,0.99546,0.631017,1.0021,1.42927,-1.27944,0.171028,-0.707259,0.769142,1.18105,0.159636,24.5321,27.5219,30.5116,33.5013,36.4911,39.0157,35.7195,36.4218,34.4282,36.0904,36.1278,35.8045,37.9043,36.7278,36.9062,37.2597,38.9577,39.8627,39.429,38.3531,38.5031,37.8279,36.955,38.3697,38.8037,37.3977,40.1788,39.319,37.7545,35.8645,35.0804,35.0425,36.5305,39.0919,35.5112,35.3761,36.889,36.8954,33.8562,33.771,34.7828,34.7103,33.9406,39.9837,33.8994,37.7727,36.0879,36.6378,36.1584,37.1839,34.7117,36.6828,36.5046,37.5942,36.4848,35.2077,43.306,38.9695,41.5953,37.1813,35.9498
-75.6069,0.320367,0.209984,4,15,0,96.9832,39.1114,-2.84467,0.913921,1.19892,0.896354,1.30264,1.03081,0.932754,1.21179,1.34857,0.652133,0.372543,0.925014,0.381871,0.539296,0.490085,0.571125,0.573836,0.534236,0.27972,0.543056,0.379947,0.266161,0.31514,-0.121101,0.148401,0.448966,1.1285,1.46096,1.57371,0.0976423,0.0774578,1.30841,1.32604,1.28654,0.296038,2.30333,1.80286,1.35655,1.70665,1.89698,-0.364589,1.79315,0.943745,0.716533,0.896179,0.634667,0.673097,1.21813,1.261,0.274649,1.03462,1.06274,1.18852,-0.66072,0.241648,-1.06183,0.254976,0.878226,0.0308163,24.8881,27.7327,30.5774,33.4221,36.2667,35.7009,36.5616,35.4058,36.1791,36.458,35.6643,35.2752,37.2563,38.0517,36.4801,38.0251,37.5773,37.7173,37.4868,37.479,37.5917,38.3157,37.5666,38.0306,38.3543,38.215,39.4559,38.6893,37.8343,35.9012,34.9555,34.6347,38.8337,38.8911,35.3894,35.3393,35.4516,38.2693,32.5592,33.9829,35.2525,34.2566,33.7151,40.1486,34.0105,36.4268,37.0731,36.5621,37.306,37.1967,35.6462,35.5243,38.3301,36.1683,36.0883,35.7305,40.991,38.424,42.132,38.3861,36.6132
-80.4292,0.985583,0.103419,5,31,0,113.617,39.3847,-3.04004,0.92345,0.889479,0.785075,1.78035,1.33509,0.994694,0.943424,1.07495,0.76763,0.469402,0.592993,0.361753,-0.0324463,0.00444065,0.598093,0.187387,0.448445,0.478747,0.82805,0.270752,0.528592,0.0999268,-0.261458,0.0933258,0.908474,0.771666,1.48963,1.62815,0.380329,0.46159,1.16359,1.19533,1.23332,0.818951,2.11797,2.01945,1.57101,1.55678,1.93983,-0.342154,1.78921,0.327346,0.888523,0.565681,0.842348,0.349767,1.39954,1.02849,0.0624525,0.9948,1.24253,1.39442,-0.716421,0.0605928,-0.859317,0.155382,0.575818,0.131946,24.1845,27.2246,30.2646,33.3047,36.3447,36.6807,36.9981,33.9724,35.326,36.3608,36.5167,36.1168,37.0511,37.9577,37.582,38.285,39.4834,39.3712,37.5665,38.8151,38.0215,37.9293,36.8674,38.5616,37.7778,39.081,40.1796,39.101,36.6229,37.0388,34.8562,34.4351,38.2285,37.9815,35.8474,35.7509,35.6354,36.8951,32.946,33.2455,34.6088,34.6521,33.4876,40.4249,33.9455,38.3896,36.6836,37.6651,36.824,38.3214,35.1301,36.2581,39.1949,36.3605,35.6074,35.1457,41.5627,39.2005,41.9971,38.9124,37.6342
-83.1889,0.75756,0.180069,5,31,0,110.521,38.7769,-2.83786,0.974493,-0.00895395,0.734425,0.734457,0.928444,1.50713,0.974264,0.965909,0.483704,1.02986,0.92135,0.685478,0.662618,0.0216558,-0.199113,0.413818,-0.0537826,0.0105186,0.730645,-0.0490247,-0.600429,0.569303,-0.548562,-0.064498,-0.359266,0.921234,1.11922,1.56147,0.675014,-0.4668,1.31464,1.17823,0.837681,-0.0302873,1.57856,1.60857,1.25223,1.43761,1.51179,-0.438037,1.47507,0.581543,0.54919,1.05877,0.852698,0.488271,1.05002,0.59338,0.931449,0.245363,1.10505,0.848938,-1.39042,-0.6808,-1.49796,1.09286,1.07743,0.155229,24.5876,27.4254,30.2633,33.1012,35.939,38.8023,36.6927,36.6926,36.1421,34.4999,36.0121,36.0358,37.4042,35.8543,36.1622,36.8316,36.8965,38.7154,39.3419,37.6025,38.9295,38.747,36.7034,38.916,40.4808,37.1613,40.3336,38.9599,39.7964,36.1625,35.6007,34.3456,36.8613,40.1016,35.0461,35.4332,36.3997,38.8628,34.2971,34.212,35.2232,34.6971,34.4866,40.02,34.5908,37.1265,37.2184,35.7722,36.357,37.3912,35.7971,37.0929,36.1336,38.0806,35.6409,36.3677,42.7227,40.7089,43.0279,35.6755,35.7193
-76.9447,0.729525,0.203187,5,31,0,110.362,38.5799,-2.62178,0.834524,0.457751,0.881598,1.51227,1.36701,0.550789,1.24811,1.2052,1.08811,0.421224,0.822656,0.105861,-0.152219,-0.284443,0.101634,0.089652,-0.16653,0.0852593,0.175322,0.12252,-0.0567464,0.284191,-0.45178,-0.141981,0.616633,0.905277,1.16535,1.39643,0.151057,0.0583057,0.977494,1.18676,0.690575,0.182692,1.61407,2.07996,0.947612,1.27775,1.65573,-0.70235,1.58583,0.453322,0.851564,1.01382,0.803063,0.142684,1.38855,0.540165,0.397464,0.641643,1.08617,1.21348,-1.15943,0.446564,-1.53003,-0.0815627,0.844031,0.0584144,25.4709,28.0927,30.7145,33.3363,35.9581,37.3797,36.2685,34.615,34.9959,37.1358,35.3076,35.4201,35.7271,37.4755,36.423,38.3023,38.979,39.3256,38.3134,38.3448,39.0165,38.3563,38.1202,38.2586,38.7286,37.8348,39.7643,38.9521,36.9632,36.2064,35.5246,34.9187,38.1838,38.427,36.0171,35.4684,36.7693,38.1009,34.3481,33.1267,36.0954,35.2299,34.2389,40.4213,34.4222,37.3914,36.3473,35.9219,36.4744,38.2058,34.9394,37.1637,37.5378,36.8976,35.7322,35.3984,41.6197,37.4091,42.5913,38.7937,36.367
-73.328,0.908728,0.217308,4,15,0,107.403,38.7935,-2.73676,1.00145,0.417871,1.10959,0.548293,1.19946,1.14607,1.02081,1.15001,0.559121,0.6872,0.534494,0.655439,0.131094,-0.0547385,-0.328209,-0.0316276,0.251268,0.383302,0.956983,0.155197,0.241594,-0.00215637,-0.674332,0.122382,0.371527,0.789312,1.01056,1.23314,0.605255,-0.437426,1.39878,1.36015,1.06188,0.544324,2.06169,2.09574,1.16874,1.19952,2.13329,-0.704983,1.51561,0.309833,0.679003,0.540115,0.706793,0.259729,1.2754,0.838856,0.748005,0.738681,1.12353,1.05575,-0.786957,-0.0515411,-1.06173,0.759576,0.712247,0.00520159,25.1097,27.8465,30.5833,33.32,36.0568,37.6499,35.7568,37.293,35.5109,35.657,35.9998,35.6462,37.2633,36.9128,37.3307,36.9997,38.4347,38.9433,39.6917,38.8801,38.1059,37.7445,36.1745,38.3688,38.1323,38.7994,40.639,38.4586,37.7767,36.6334,36.0279,35.4187,37.1371,39.9906,34.9654,35.0711,35.8874,37.3038,33.1512,33.058,35.595,35.5107,32.9552,40.7229,34.6457,37.9456,36.9353,37.3154,36.8592,38.0827,35.3031,36.4978,36.7464,36.7719,35.7187,35.9042,40.9472,38.9346,41.6992,36.7147,36.8443
-73.328,1.69042e-05,0.324408,1,3,1,109.616,38.7935,-2.73676,1.00145,0.417871,1.10959,0.548293,1.19946,1.14607,1.02081,1.15001,0.559121,0.6872,0.534494,0.655439,0.131094,-0.0547385,-0.328209,-0.0316276,0.251268,0.383302,0.956983,0.155197,0.241594,-0.00215637,-0.674332,0.122382,0.371527,0.789312,1.01056,1.23314,0.605255,-0.437426,1.39878,1.36015,1.06188,0.544324,2.06169,2.09574,1.16874,1.19952,2.13329,-0.704983,1.51561,0.309833,0.679003,0.540115,0.706793,0.259729,1.2754,0.838856,0.748005,0.738681,1.12353,1.05575,-0.786957,-0.0515411,-1.06173,0.759576,0.712247,0.00520159,25.1097,27.8465,30.5833,33.32,36.0568,37.6499,35.7568,37.293,35.5109,35.657,35.9998,35.6462,37.2633,36.9128,37.3307,36.9997,38.4347,38.9433,39.6917,38.8801,38.1059,37.7445,36.1745,38.3688,38.1323,38.7994,40.639,38.4586,37.7767,36.6334,36.0279,35.4187,37.1371,39.9906,34.9654,35.0711,35.8874,37.3038,33.1512,33.058,35.595,35.5107,32.9552,40.7229,34.6457,37.9456,36.9353,37.3154,36.8592,38.0827,35.3031,36.4978,36.7464,36.7719,35.7187,35.9042,40.9472,38.9346,41.6992,36.7147,36.8443
