# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=176807474
# chain_id=2
# iter=2000
# warmup=500
# save_warmup=1
# thin=1
# refresh=10
# stepsize=0.01
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.7
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=temp/tmp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_std_curve_0,beta_std_curve_1,sigma_std_curve,envir_concentration.1,envir_concentration.2,envir_concentration.3,envir_concentration.4,envir_concentration.5,envir_concentration.6,envir_concentration.7,envir_concentration.8,envir_concentration.9,envir_concentration.10,envir_concentration.11,envir_concentration.12,envir_concentration.13,envir_concentration.14,envir_concentration.15,envir_concentration.16,envir_concentration.17,envir_concentration.18,envir_concentration.19,envir_concentration.20,envir_concentration.21,envir_concentration.22,envir_concentration.23,envir_concentration.24,envir_concentration.25,envir_concentration.26,envir_concentration.27,envir_concentration.28,envir_concentration.29,envir_concentration.30,envir_concentration.31,envir_concentration.32,envir_concentration.33,envir_concentration.34,envir_concentration.35,envir_concentration.36,envir_concentration.37,envir_concentration.38,envir_concentration.39,envir_concentration.40,envir_concentration.41,envir_concentration.42,envir_concentration.43,envir_concentration.44,envir_concentration.45,envir_concentration.46,envir_concentration.47,envir_concentration.48,envir_concentration.49,envir_concentration.50,envir_concentration.51,envir_concentration.52,envir_concentration.53,envir_concentration.54,envir_concentration.55,envir_concentration.56,sigma_envir_qPCR,mu_std_curve.1,mu_std_curve.2,mu_std_curve.3,mu_std_curve.4,mu_std_curve.5,mu_qPCR_envir.1,mu_qPCR_envir.2,mu_qPCR_envir.3,mu_qPCR_envir.4,mu_qPCR_envir.5,mu_qPCR_envir.6,mu_qPCR_envir.7,mu_qPCR_envir.8,mu_qPCR_envir.9,mu_qPCR_envir.10,mu_qPCR_envir.11,mu_qPCR_envir.12,mu_qPCR_envir.13,mu_qPCR_envir.14,mu_qPCR_envir.15,mu_qPCR_envir.16,mu_qPCR_envir.17,mu_qPCR_envir.18,mu_qPCR_envir.19,mu_qPCR_envir.20,mu_qPCR_envir.21,mu_qPCR_envir.22,mu_qPCR_envir.23,mu_qPCR_envir.24,mu_qPCR_envir.25,mu_qPCR_envir.26,mu_qPCR_envir.27,mu_qPCR_envir.28,mu_qPCR_envir.29,mu_qPCR_envir.30,mu_qPCR_envir.31,mu_qPCR_envir.32,mu_qPCR_envir.33,mu_qPCR_envir.34,mu_qPCR_envir.35,mu_qPCR_envir.36,mu_qPCR_envir.37,mu_qPCR_envir.38,mu_qPCR_envir.39,mu_qPCR_envir.40,mu_qPCR_envir.41,mu_qPCR_envir.42,mu_qPCR_envir.43,mu_qPCR_envir.44,mu_qPCR_envir.45,mu_qPCR_envir.46,mu_qPCR_envir.47,mu_qPCR_envir.48,mu_qPCR_envir.49,mu_qPCR_envir.50,mu_qPCR_envir.51,mu_qPCR_envir.52,mu_qPCR_envir.53,mu_qPCR_envir.54,mu_qPCR_envir.55,mu_qPCR_envir.56
# 0.000174131, 0.00254193, 0.00668796, 0.128122, 0.0560495, 0.123843, 0.0533464, 0.0529387, 0.0563772, 0.0631694, 0.111313, 0.0641739, 0.0566883, 0.0512919, 0.0547395, 0.0455485, 0.0587726, 0.054713, 0.0529751, 0.0540255, 0.0497784, 0.0658358, 0.056333, 0.0500125, 0.0600995, 0.0575393, 0.130747, 0.0423693, 0.0786172, 0.0345311, 0.0590648, 0.118758, 0.0548713, 0.0365187, 0.0360331, 0.0818878, 0.0357275, 0.0335469, 0.0403796, 0.0489871, 0.0455614, 0.0645799, 0.0333754, 0.0452928, 0.0649861, 0.0373943, 0.0307897, 0.0627152, 0.03897, 0.123361, 0.120387, 0.0443495, 0.0556583, 0.0434598, 0.10791, 0.103583, 0.103325, 0.115474, 0.0443987, 1.35389
-66.0414,0.907919,0.147805,5,31,0,97.7459,39.6091,-3.08194,0.867732,0.982506,0.903869,1.05916,1.46861,1.57706,0.945296,1.3973,0.55994,0.826597,0.780429,0.499728,0.618876,0.399881,0.47244,0.725433,0.729993,0.616851,0.750179,0.411901,0.725526,0.636401,-0.206831,0.31117,0.549389,1.04372,1.28806,1.6701,0.645415,-0.222652,1.41492,1.28363,0.932922,0.480165,1.79154,2.16601,1.41306,1.64027,1.39955,-0.068351,1.81671,0.92107,0.874737,0.764539,0.822244,0.537515,1.29761,0.738296,1.28435,0.750599,1.45783,1.39004,-1.12182,0.740752,-0.922706,0.692182,0.981185,0.00255515,24.1994,27.2814,30.3633,33.4453,36.5272,36.5811,36.8235,36.3449,35.083,34.7487,36.6958,35.3028,37.8834,37.0616,37.2039,38.069,37.7018,38.3767,38.1531,37.3734,37.3593,37.708,37.2971,38.3397,37.3731,37.6478,40.2466,38.6501,37.916,36.3925,35.6394,34.462,37.62,40.2953,35.2485,35.6531,36.7339,38.1293,34.0877,32.9336,35.2542,34.5539,35.2958,39.8198,34.0101,36.7705,36.9133,37.2529,37.075,37.9526,35.61,37.3338,35.6509,37.2958,35.1162,35.3251,43.0665,37.3262,42.4529,37.4759,36.5852
-70.8728,0.66756,0.147805,5,31,0,105.341,39.224,-2.91252,0.780232,0.663406,1.08832,1.59639,1.24905,0.753434,1.12949,1.11082,1.42543,1.34528,0.738479,0.823994,0.18748,-0.0684155,-0.0914344,0.521363,0.282646,0.231124,0.780223,0.37657,-0.333497,0.200532,-0.0966526,0.0323739,0.132627,1.21507,1.56711,1.46018,0.286572,0.138962,1.58462,1.47553,1.34189,0.704018,2.18842,1.73586,1.27812,1.44749,2.04089,-0.169804,1.60554,0.692807,0.899201,1.08418,0.852449,0.648395,1.4952,1.20139,0.670313,0.968099,1.31065,1.00161,-0.566883,-0.2798,-1.23663,0.748227,1.16221,0.167903,24.6614,27.5739,30.4864,33.3989,36.3115,37.2918,36.0542,34.5745,35.5861,37.0296,35.9343,35.9887,35.0724,35.3058,37.0731,36.8241,38.6779,39.4232,39.4903,37.7055,38.4008,38.5508,36.9516,38.1272,40.1953,38.6399,39.5055,39.1297,38.8377,35.6851,34.6597,34.9712,38.3893,38.8192,34.6087,34.9265,35.3157,37.1735,32.8502,34.1682,35.5014,35.0081,33.2798,39.7185,34.5478,37.2062,36.605,36.0663,36.7412,37.3355,34.8692,35.7249,37.2717,36.4044,35.4067,36.3068,40.875,40.0389,42.8257,37.0448,35.839
-74.4971,1,0.147805,5,31,0,97.4766,39.2787,-2.95883,0.984929,0.683361,0.679023,1.09247,1.09755,1.47446,1.103,1.30175,0.59077,0.502751,0.882523,0.313303,0.36778,0.372061,0.330224,0.157658,0.287138,0.631835,0.65826,0.140109,0.120049,0.401163,-0.358995,0.17947,0.768492,0.978614,1.2621,1.18408,0.543513,-0.0219692,1.36997,1.18356,1.20118,0.273776,1.69681,2.28203,1.49587,1.55814,1.56788,-0.34043,1.74676,0.847994,0.621147,0.360169,0.905596,0.698778,1.33308,0.894287,1.42716,0.708481,1.45515,1.52497,-1.47001,0.49067,-0.810602,0.599309,0.553079,0.0303767,24.4846,27.4434,30.4022,33.361,36.3199,37.2567,37.2696,36.0463,36.0312,34.916,36.0151,35.427,37.5307,37.7911,36.6675,38.3517,38.1905,38.1778,38.3016,38.8122,38.4291,37.4092,37.331,38.8641,38.9235,38.0917,40.3409,38.7477,37.0049,36.3831,35.5444,35.7752,37.6705,39.3437,35.2252,35.7768,35.7246,38.4686,34.2581,32.5266,34.8527,34.6684,34.6396,40.286,34.1103,36.7696,37.4408,38.213,36.5992,37.2111,35.3343,36.6327,35.056,37.1824,34.9731,34.7666,43.6282,37.8269,41.6771,37.5054,37.6422
-57.7459,0.999696,0.147805,5,31,0,98.0936,39.8526,-3.16894,0.802168,0.713518,0.955847,1.66728,1.51043,0.873029,1.05434,1.46469,1.10562,1.26129,0.761825,0.763428,0.651055,0.43667,0.337745,0.569577,0.283382,0.356595,0.807057,0.335741,0.496555,0.568601,-0.205374,0.288544,0.00646087,1.16873,1.36683,1.82654,0.820351,0.0398892,1.51252,1.57254,1.10854,0.866308,2.13443,1.72002,1.45538,1.66663,1.77758,0.0115877,1.77999,0.821785,1.08505,1.27494,1.04444,0.492128,1.52577,0.682395,1.06764,0.856884,1.62892,1.14753,-0.557864,-0.0216852,-0.411898,0.882258,1.21336,0.136808,24.0079,27.1768,30.3457,33.5147,36.6836,37.5915,36.8235,34.5691,35.0661,37.086,36.5114,35.211,36.3489,35.8556,37.4384,37.4333,37.7894,38.4688,38.7823,38.0476,38.9545,38.7225,37.295,38.7886,38.279,38.0507,40.5034,38.9382,39.8321,36.1489,35.5212,34.0644,37.2529,39.7262,35.0595,34.8693,36.3397,37.1073,33.0887,34.4019,35.2405,34.5711,34.2195,39.8158,34.2119,37.2484,36.4141,35.8123,36.5428,38.293,35.0175,37.6901,36.4693,37.1371,34.6906,36.2161,41.6204,39.9213,41.1578,37.0567,36.0075
-54.7978,0.970762,0.147805,5,31,0,82.535,40.1311,-3.28153,0.824946,0.33201,1.17606,1.37274,1.06477,1.48028,1.2569,1.36475,1.10137,1.06948,0.802375,0.784841,0.689612,0.428505,0.597373,0.695512,0.344922,0.416562,0.860593,0.539313,0.505854,0.703292,-0.0866053,0.399624,0.212762,1.24986,1.41272,1.60389,0.721234,0.233123,1.44582,1.53229,1.18853,0.924423,1.95041,1.86259,1.35016,1.70138,1.7823,-0.00511762,1.74038,0.715076,0.710906,1.35228,1.06632,0.653457,1.40625,0.611236,1.03702,0.965999,1.45298,1.20184,-0.342651,0.167133,-0.300292,0.413344,1.03859,0.0510903,23.7234,27.005,30.2865,33.568,36.8496,39.0416,36.2718,35.6264,36.637,35.2735,36.0065,35.6526,36.5169,36.6216,37.4981,37.5556,37.8681,38.7249,38.1708,37.8487,38.9992,38.7641,37.307,38.3613,38.4711,37.8232,40.4153,38.8197,39.4329,36.0296,35.4952,34.8679,37.7643,39.3661,35.3866,35.1028,36.2309,37.0976,33.7307,34.0189,35.7005,34.5479,34.2824,40.1479,34.42,37.7845,37.7982,35.6935,36.6319,37.9867,35.5164,38.1253,36.7281,36.9611,35.3631,36.1872,41.2555,39.5826,41.1165,38.7747,36.7229
-53.6476,0.995667,0.147805,4,15,0,80.3932,40.0043,-3.18361,0.781516,0.447825,1.16412,1.23144,1.28438,1.54218,1.20165,1.15757,0.948506,0.915531,0.743186,0.704042,0.709512,0.432451,0.541021,0.660356,0.564519,0.30614,0.779424,0.571614,0.64557,0.423319,0.199929,0.40719,0.335793,1.21139,1.61002,1.5677,0.800668,0.226663,1.26822,1.61001,1.25607,1.02904,2.0553,1.91991,1.28901,1.66257,1.87149,-0.021315,1.71946,0.903157,0.85222,1.10924,0.952814,0.741435,1.44847,0.548411,1.05582,1.00161,1.21062,1.41525,-0.290858,0.142897,-0.639621,0.620486,1.08103,0.0883367,24.0862,27.2698,30.4534,33.637,36.8207,38.5786,36.2982,36.0839,35.9153,35.0946,36.1787,36.319,36.9846,37.0896,37.6383,37.7629,37.7455,38.6275,38.2819,37.902,38.2071,39.0296,37.5229,38.1845,37.949,38.6566,39.3678,38.7079,38.9352,36.1477,34.8786,35.0133,37.4553,39.2827,35.9667,34.8786,36.0054,36.7282,33.461,33.892,35.9006,34.7113,34.0462,40.0721,34.5302,37.129,37.2911,36.4729,36.9709,37.6438,35.3929,38.2583,36.643,36.8155,36.1501,35.4987,40.9302,39.5493,42.0406,38.0289,36.5627
-60.9989,0.967584,0.147805,4,15,0,81.1864,39.6711,-3.0302,0.864959,1.11319,0.915039,1.44066,1.47172,0.995491,1.13695,1.28353,0.991293,1.14545,1.23999,0.808366,0.278503,0.261038,0.0561794,0.507043,0.393915,0.878542,1.0645,0.0827048,0.0732822,0.805464,-0.192346,0.187971,0.529218,1.24838,1.15218,1.52577,0.397322,0.134231,1.59689,1.21157,1.27306,0.416973,1.72585,1.90966,1.71336,1.47485,1.67284,-0.0185215,1.72116,0.74381,0.99493,0.854698,1.06607,0.666357,1.44144,1.74393,0.873151,0.898404,1.6363,1.36661,-0.762378,0.599942,-0.684549,0.80316,0.982824,0.0789002,24.5201,27.5503,30.5805,33.6107,36.6409,36.2979,36.8983,35.3056,35.2115,36.6545,36.2259,35.7817,36.6673,36.2001,35.9137,37.2216,38.8271,38.8801,39.5008,38.1346,38.4774,37.0089,36.4454,39.4205,39.449,37.2304,40.2539,39.1015,38.0674,35.8882,36.1797,35.0477,38.4671,39.2643,34.8322,35.9998,35.8134,38.4076,34.4414,33.8844,34.4792,35.202,34.602,39.7272,34.4556,37.4172,36.6562,37.0812,36.4407,37.6519,35.3032,34.3866,37.0252,36.9487,34.7128,35.53,41.9812,37.8531,41.7454,37.2373,36.6929
-68.4027,0.852197,0.147805,5,31,0,96.2506,39.6976,-2.96252,0.906061,0.568316,1.40667,1.20511,1.37935,1.62757,1.12398,1.62928,1.34654,0.985646,0.712745,0.741908,0.669825,0.298338,0.669803,0.741046,0.604764,0.145797,0.929761,0.471969,0.716275,0.542882,0.0267417,0.182071,0.495879,1.1868,1.39111,1.64305,0.861462,0.326242,1.12244,1.60804,1.12754,0.721078,2.4209,2.177,1.19464,1.80152,2.06978,-0.284971,1.87759,1.0559,0.940068,1.12458,0.988259,0.62092,1.42647,0.255162,1.13875,0.900446,1.13714,1.37297,-0.849476,0.0828585,-1.05582,0.769669,0.942128,0.114932,24.885,27.8475,30.8101,33.7726,36.7351,38.014,35.5303,36.1275,35.6113,34.8759,36.3678,34.8708,35.7085,36.7776,37.5861,37.4997,37.7132,38.8138,37.7133,37.5023,37.906,39.2657,36.9432,38.2994,37.5756,38.0893,39.6184,39.1582,38.2286,36.1817,35.5764,34.8301,37.1455,38.7311,36.3724,34.9338,36.3573,37.5614,32.5257,33.2482,36.1585,34.3606,33.5658,40.5418,34.1352,36.5695,36.9126,36.366,36.7699,37.8581,35.4717,38.9417,36.324,37.03,36.3288,35.6302,42.2142,39.4521,42.8255,37.4175,36.9065
-70.8973,0.901966,0.147805,5,31,0,102.55,39.4788,-3.01924,0.812812,1.08304,1.10798,1.59952,1.4242,1.22311,0.996645,1.58447,0.710256,0.841441,0.686128,0.659612,0.612842,0.454156,0.162757,0.737852,0.439004,0.196513,0.889221,0.0604802,0.349251,0.63124,0.0317279,0.206866,0.978724,1.14717,1.30507,1.27664,0.810481,-0.262425,1.11094,0.982373,1.21904,0.499162,2.00423,1.97438,1.27295,1.47422,1.6106,-0.484793,1.97332,0.950044,1.18554,0.993319,0.875989,0.859003,1.06741,0.670361,1.29666,0.60228,1.28958,1.16959,-0.842039,0.136636,-1.01248,0.16346,0.852384,0.266426,24.3826,27.4018,30.4211,33.4403,36.4596,36.2088,36.1335,34.6495,35.1788,35.7859,36.4697,34.6949,37.3344,36.9383,37.4072,37.4873,37.6285,38.1076,38.9874,37.251,38.1533,38.8855,36.794,39.2962,38.4243,37.5729,39.383,38.8542,36.5238,36.0152,35.5385,35.6243,37.0318,40.2711,36.1246,36.5128,35.7982,37.9717,33.4275,33.5177,35.6355,35.0278,34.616,40.9425,33.5209,36.6104,35.8994,36.4797,36.834,36.8853,36.256,37.4548,35.5639,37.6604,35.5852,35.9475,42.0211,39.0663,42.5357,38.9853,36.9052
-65.8312,0.945335,0.147805,4,15,0,97.5383,39.449,-2.98225,0.97653,0.978464,1.10176,1.19554,1.41994,1.35554,1.06576,1.33764,0.693295,1.06536,0.868097,0.586909,0.521604,0.40772,0.0694792,0.711427,0.428589,0.223117,1.12746,0.426422,0.205112,0.754699,-0.315601,0.191775,-0.0277744,0.95324,1.23649,1.37567,0.401775,-0.261941,1.70674,0.93507,1.19189,0.668168,1.94709,1.67703,1.4694,1.43041,1.74188,-0.124569,1.69086,0.566868,0.915254,0.794875,0.996619,0.778469,1.23627,0.723293,1.22822,0.771117,1.33786,1.07553,-1.21601,0.221478,-0.645465,0.772182,0.863703,0.103226,24.5378,27.52,30.5023,33.4845,36.4668,36.531,36.1633,35.8836,35.2144,35.4065,36.2707,35.4599,37.3815,36.2719,36.8602,37.6987,37.8935,38.2331,39.2418,37.3274,38.1709,38.7837,36.0867,38.1773,38.8373,37.1983,40.3902,38.8771,39.5319,36.6062,35.7615,35.3464,38.2508,40.2302,34.3591,36.6604,35.8945,37.4564,33.6423,34.4477,35.0669,35.1832,34.2543,39.8205,34.4065,37.7585,36.7195,37.0785,36.4769,37.1274,35.7622,37.292,35.7862,37.1494,35.4592,36.2415,43.0755,38.7885,41.374,37.1462,36.8733
-64.1224,0.996853,0.147805,4,31,0,89.1578,39.3734,-3.00473,0.992432,1.0297,0.973102,1.07265,1.45114,1.16219,1.07144,1.55316,0.518543,0.981713,0.849135,0.57111,0.44763,0.419959,0.0518429,0.633928,0.310833,0.325719,1.01017,0.465308,0.191419,0.743095,-0.103543,0.147222,-0.020034,1.04594,1.1672,1.51757,0.410338,-0.181803,1.6031,0.938245,1.09425,0.686903,1.98674,1.69485,1.41898,1.37335,1.59843,-0.248791,1.81526,0.574936,0.894459,0.862583,1.03605,0.659349,1.16847,0.768686,1.13958,0.829301,1.23186,1.11133,-1.02674,0.443531,-0.690283,0.835337,0.863355,0.0373782,24.3498,27.3545,30.3593,33.364,36.3687,36.2795,36.4495,36.1504,35.0132,35.8814,36.1541,34.7066,37.8154,36.4237,36.822,37.6574,38.0284,38.1116,39.2177,37.4687,38.4395,38.3948,36.3382,37.9753,38.7983,37.1407,39.6846,38.9311,39.4336,36.2307,35.8663,34.8135,38.1405,39.9197,34.5566,36.5543,36.0855,37.3095,33.4038,34.2809,35.1098,35.2469,34.5706,40.121,33.9191,37.6459,36.6858,36.7816,36.2604,37.3923,35.8625,37.0638,35.9493,36.8816,35.672,36.0342,42.4585,38.0408,41.4476,36.8635,36.7793
-58.6416,0.960125,0.147805,5,31,0,97.4848,38.9771,-2.76668,0.751715,0.0739393,0.963398,1.42274,1.05143,1.16159,0.947496,0.846121,1.31744,0.908788,0.837709,0.774178,0.205709,-0.133618,0.200625,0.111141,0.271076,0.366006,0.547965,0.0833927,0.193479,0.200806,-0.344249,-0.0615475,0.670456,1.10737,1.07942,1.43682,0.524569,0.216515,1.17538,1.60272,1.01093,0.27846,1.84048,2.1021,1.26685,1.45173,1.80993,-0.391439,1.52523,0.737417,0.678797,0.863339,0.855333,0.358838,1.43416,0.952643,0.542103,0.650014,1.41751,1.29071,-0.836381,-0.190163,-1.27587,0.466272,1.09346,0.202976,25.1437,27.9103,30.677,33.4437,36.2104,38.7725,36.3117,35.0408,36.0681,35.7633,36.3557,36.6361,35.3322,36.4628,36.6594,36.8352,38.4079,39.3468,38.422,38.6696,38.2271,37.9645,37.461,38.7464,38.4418,38.4215,39.9295,39.1474,37.1221,35.9133,35.9907,35.0018,37.5258,38.378,35.7252,34.5429,36.1802,38.2067,33.885,33.1612,35.4721,34.9606,33.9696,40.0601,34.7572,36.9369,37.0991,36.5885,36.6106,37.9843,35.0092,36.3414,37.4773,37.1787,35.0553,35.4061,41.2911,39.5032,42.507,37.6871,35.9518
-67.8865,0.973819,0.147805,5,31,0,89.6258,38.9748,-2.87951,0.901978,0.393776,0.775167,1.50574,1.08262,1.27312,0.960702,0.967853,-0.00379432,0.981459,0.704306,0.386065,0.155125,-0.136418,0.183039,0.256858,0.200712,0.0541362,0.632263,0.201184,-0.0364161,0.331737,-0.401086,0.12165,0.312036,0.955995,1.44017,1.58971,-0.0191232,-0.0307525,1.55294,1.32249,1.05186,0.8465,2.07938,1.79405,1.05782,1.46044,1.47624,-0.328966,1.75891,0.542173,0.848888,0.668152,0.689645,0.502324,1.23995,1.4135,1.31064,0.49752,1.34177,0.87542,-1.345,0.113146,-1.2584,0.795607,0.543935,0.0923092,24.5772,27.4568,30.3363,33.2158,36.0953,37.8409,36.7427,34.639,35.8574,35.3089,36.2084,36.1879,38.9857,36.1487,36.9467,37.8631,38.5281,39.3676,38.4477,38.2352,38.3968,38.8189,37.1542,38.3955,39.0797,38.0196,40.1297,38.6245,38.0763,36.222,34.8278,34.3972,39.0299,39.0634,34.5031,35.1667,35.946,36.5373,32.9872,33.8088,35.9288,34.7695,34.724,39.9221,33.91,37.4136,36.5304,37.0508,36.989,37.5284,35.4043,34.9046,35.2008,37.5422,35.1112,36.454,42.8477,38.649,42.5984,36.6838,37.4085
-78.3188,0.978399,0.147805,5,31,0,105.464,38.7174,-2.83895,0.958193,0.298168,1.03082,1.22021,1.21824,0.70957,0.915082,1.09953,1.85256,0.560589,0.910868,0.463434,0.331086,0.13558,-0.378692,0.136386,0.418855,0.0764904,0.575083,-0.0437256,0.235185,0.249859,-0.533928,-0.00127101,0.189884,0.799502,0.953379,1.28181,0.835718,-0.359666,1.10289,1.08351,0.693161,0.336203,1.59818,1.86941,1.35076,1.6262,2.01687,-0.708384,1.4696,0.398152,0.374534,0.8079,0.652565,-0.00520362,1.17043,0.224162,0.203519,0.451762,0.964141,1.19741,-1.18763,-0.210056,-1.6256,0.377896,1.20077,0.01208,24.5227,27.3616,30.2006,33.0395,35.8785,37.8709,35.791,35.2533,35.2589,36.703,36.1195,35.5959,33.4581,37.1259,36.1315,37.4017,37.7775,38.3325,39.7925,38.3302,37.5283,38.5003,37.0848,38.8416,38.0497,38.0081,40.2332,38.721,38.1783,36.4477,36.0108,35.0784,36.3449,39.7385,35.5864,35.6414,36.7496,37.763,34.1803,33.4103,34.8827,34.1007,32.9916,40.7285,34.5453,37.5871,37.6541,36.4238,36.8648,38.7322,35.3946,38.081,38.1396,37.4349,35.9803,35.318,42.089,39.3138,43.3324,37.6446,35.3085
-81.9296,0.936498,0.147805,5,31,0,111.73,38.4275,-2.66985,0.950312,0.435349,0.500103,0.862544,0.778756,1.26425,0.847486,1.14902,0.0945387,0.844355,0.472537,0.435027,-0.232537,-0.78329,-0.0100659,0.142963,-0.227883,0.130826,0.476999,-0.0180287,-0.632336,-0.161505,-0.737586,-0.549562,-0.266684,0.843552,1.43889,1.28213,0.0687619,-0.466369,1.36836,1.34833,0.534734,0.299724,2.2174,1.7266,1.25603,1.39769,1.42437,-0.751599,1.57264,0.543037,0.643079,0.405974,0.758571,0.467275,1.36526,1.16447,1.16419,0.577638,1.50546,1.11086,-1.0901,0.37947,-1.28445,0.5132,0.391251,0.112401,25.0782,27.748,30.4179,33.0877,35.7576,37.2651,37.0923,36.1246,36.3483,35.0521,36.1648,35.3597,38.175,36.1731,37.1658,37.266,39.0483,40.5187,38.4543,38.0458,39.0359,38.0782,37.1539,38.4756,40.1157,38.8586,40.3967,39.8947,39.1395,36.1753,34.5858,35.0043,38.2439,39.6726,34.7741,34.8276,36.9998,37.6272,32.5073,33.8177,35.074,34.6958,34.6246,40.4341,34.2287,36.9776,36.7105,37.3436,36.4022,37.1799,34.7824,35.3185,35.3192,36.8852,34.4081,35.4616,41.3379,37.4143,41.8568,37.0573,37.3829
-85.7549,0.989516,0.147805,5,31,0,110.816,38.0705,-2.65413,0.924678,0.151086,0.88668,0.87577,0.752819,0.540927,0.995336,0.960048,0.736997,0.152271,0.585136,0.130162,0.216439,0.0615585,-0.281378,-0.156008,0.265671,0.0949171,0.622779,0.0506723,-0.19129,0.294742,-0.556255,-0.0584235,0.352149,0.747946,0.697875,0.878433,-0.00193186,-0.839359,0.70373,0.95293,0.871692,0.112044,1.3009,1.73366,1.30529,1.12844,1.66318,-0.531647,1.32635,0.214613,0.173705,0.602593,0.346034,0.321359,0.989649,0.35629,0.20227,0.632719,1.28535,0.778629,-2.31304,-0.5686,-1.7539,-0.471793,1.00365,0.0664797,24.7999,27.454,30.1081,32.7623,35.4164,37.6695,35.7172,35.7461,36.0724,36.6348,35.4288,35.5224,36.1144,37.6664,36.5175,37.725,37.4961,37.9071,38.8173,38.4846,37.3654,37.8186,36.4176,37.936,38.5782,37.2882,39.5469,38.2256,37.1359,36.0854,36.2183,35.739,38.0756,40.2983,36.2027,35.5413,35.7569,37.7731,34.6178,33.4692,34.6061,35.0755,33.6562,39.4816,34.5502,37.5009,37.6095,36.4712,37.1521,37.2176,35.4439,37.1249,37.5337,36.3912,34.659,36.0039,44.2096,39.5797,42.7256,39.3227,35.4067
-78.9642,0.99459,0.147805,5,31,0,113.922,38.8247,-2.71393,0.86725,0.619933,0.704125,1.27638,1.44451,1.44038,0.717952,1.08262,0.781685,1.25685,0.674324,0.696409,0.0781823,-0.250566,0.0788004,0.335507,-0.28736,0.425206,0.635755,0.0404238,0.120842,0.0915146,-0.416526,0.0462977,-0.19472,1.17089,1.63252,1.77026,0.519455,0.397485,1.50454,1.31876,0.902039,0.576206,2.31588,1.87855,1.08649,1.52455,1.69604,-0.615188,1.7756,0.740391,1.02503,0.806296,0.837211,0.20284,1.36835,0.952251,0.942679,0.416133,1.09941,1.44405,-0.23341,0.394341,-1.36991,1.33354,0.591962,0.140294,25.255,27.9689,30.6829,33.3968,36.1107,37.1422,36.9137,35.3607,34.9043,34.9156,36.8762,35.8865,36.7032,35.4137,36.9946,36.9347,38.6125,39.5047,38.6108,37.9141,39.6045,37.6707,37.0993,38.715,38.4967,38.5763,39.9551,38.699,39.3531,35.6469,34.3941,34.0203,37.4149,37.7459,34.7414,35.2456,36.3766,37.2609,32.5395,33.7264,35.876,34.6871,34.2217,40.4942,34.0058,36.8153,36.0428,36.6364,36.5525,38.2742,35.111,36.2403,36.2663,37.6953,35.8409,34.9056,39.4581,37.7544,42.5425,35.2055,37.2181
-83.0904,0.873802,0.147805,5,31,0,124.133,38.4218,-2.74036,0.994481,-0.0243481,0.92485,1.2743,1.02219,0.762173,0.992788,0.622929,0.223802,0.790422,0.646783,0.533241,-0.117803,-0.287416,-0.580106,0.160331,0.213438,0.0543877,0.86534,0.05042,0.0194215,0.0550773,-0.292428,-0.0817726,0.0162077,0.778793,1.28196,0.998187,0.228117,-0.410273,0.971025,0.826053,0.957645,0.73775,1.40073,1.76452,1.34866,1.16137,1.49751,-0.405858,1.41137,0.341105,0.421611,1.03806,0.620651,0.274502,1.24843,0.995917,0.949452,0.612442,1.29408,0.81303,-1.89448,-0.0186482,-1.60545,-0.844686,1.14055,0.133489,24.7199,27.4603,30.2007,32.941,35.6814,38.4885,35.8873,34.9297,35.6206,36.3331,35.7012,36.7147,37.8085,36.2557,36.6493,36.9605,38.7446,39.2094,40.0115,37.9824,37.8369,38.2727,36.0504,38.2836,38.3685,38.2708,39.2231,38.6459,38.3774,36.2876,34.9087,35.6864,37.7966,39.5461,35.7608,36.1581,35.7975,36.4001,34.5833,33.5863,34.726,35.2392,34.318,39.534,34.5541,37.487,37.2664,35.5771,36.721,37.6695,35.0006,35.6926,35.8199,36.7435,34.8755,36.1938,43.6133,38.4729,42.8213,40.7365,35.2962
