# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=176807474
# chain_id=2
# iter=2000
# warmup=500
# save_warmup=1
# thin=1
# refresh=10
# stepsize=0.01
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.7
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=12
# sampler_t=NUTS(diag_e)
# sample_file=temp/tmp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_std_curve_0,beta_std_curve_1,sigma_std_curve,envir_concentration.1,envir_concentration.2,envir_concentration.3,envir_concentration.4,envir_concentration.5,envir_concentration.6,envir_concentration.7,envir_concentration.8,envir_concentration.9,envir_concentration.10,envir_concentration.11,envir_concentration.12,envir_concentration.13,envir_concentration.14,envir_concentration.15,envir_concentration.16,envir_concentration.17,envir_concentration.18,envir_concentration.19,envir_concentration.20,envir_concentration.21,envir_concentration.22,envir_concentration.23,envir_concentration.24,envir_concentration.25,envir_concentration.26,envir_concentration.27,envir_concentration.28,envir_concentration.29,envir_concentration.30,envir_concentration.31,envir_concentration.32,envir_concentration.33,envir_concentration.34,envir_concentration.35,envir_concentration.36,envir_concentration.37,envir_concentration.38,envir_concentration.39,envir_concentration.40,envir_concentration.41,envir_concentration.42,envir_concentration.43,envir_concentration.44,envir_concentration.45,envir_concentration.46,envir_concentration.47,envir_concentration.48,envir_concentration.49,envir_concentration.50,envir_concentration.51,envir_concentration.52,envir_concentration.53,envir_concentration.54,envir_concentration.55,envir_concentration.56,sigma_envir_qPCR,mu_std_curve.1,mu_std_curve.2,mu_std_curve.3,mu_std_curve.4,mu_std_curve.5,mu_qPCR_envir.1,mu_qPCR_envir.2,mu_qPCR_envir.3,mu_qPCR_envir.4,mu_qPCR_envir.5,mu_qPCR_envir.6,mu_qPCR_envir.7,mu_qPCR_envir.8,mu_qPCR_envir.9,mu_qPCR_envir.10,mu_qPCR_envir.11,mu_qPCR_envir.12,mu_qPCR_envir.13,mu_qPCR_envir.14,mu_qPCR_envir.15,mu_qPCR_envir.16,mu_qPCR_envir.17,mu_qPCR_envir.18,mu_qPCR_envir.19,mu_qPCR_envir.20,mu_qPCR_envir.21,mu_qPCR_envir.22,mu_qPCR_envir.23,mu_qPCR_envir.24,mu_qPCR_envir.25,mu_qPCR_envir.26,mu_qPCR_envir.27,mu_qPCR_envir.28,mu_qPCR_envir.29,mu_qPCR_envir.30,mu_qPCR_envir.31,mu_qPCR_envir.32,mu_qPCR_envir.33,mu_qPCR_envir.34,mu_qPCR_envir.35,mu_qPCR_envir.36,mu_qPCR_envir.37,mu_qPCR_envir.38,mu_qPCR_envir.39,mu_qPCR_envir.40,mu_qPCR_envir.41,mu_qPCR_envir.42,mu_qPCR_envir.43,mu_qPCR_envir.44,mu_qPCR_envir.45,mu_qPCR_envir.46,mu_qPCR_envir.47,mu_qPCR_envir.48,mu_qPCR_envir.49,mu_qPCR_envir.50,mu_qPCR_envir.51,mu_qPCR_envir.52,mu_qPCR_envir.53,mu_qPCR_envir.54,mu_qPCR_envir.55,mu_qPCR_envir.56
-67.5035,0.938433,0.147805,4,31,0,89.3965,39.2581,-3.02902,0.873265,0.568208,1.44952,1.32131,1.05443,1.1778,1.10292,1.43627,0.969474,0.651559,0.859933,0.724955,0.153872,-0.0724936,0.301723,0.483896,0.509719,0.140934,0.607002,0.623368,0.191192,0.553566,-0.259428,0.216571,0.791721,0.749544,1.07304,1.70317,0.851735,0.0770471,1.15157,1.32734,1.08446,0.832206,1.75916,1.52886,1.71046,1.39871,1.72112,-0.400791,1.71706,0.744039,0.701645,0.879982,0.706244,0.803776,1.16136,0.989206,0.992193,0.709304,1.15254,1.12308,-0.829526,-0.06408,-1.01974,0.76434,0.861538,0.0142258,24.113,27.142,30.171,33.2,36.2291,37.537,34.8675,35.2558,36.0642,35.6905,35.9173,34.9076,36.3215,37.2845,36.6533,37.0622,38.792,39.4777,38.3441,37.7923,37.7141,38.8312,37.4195,37.3699,38.6789,37.5813,40.0439,38.6021,36.8599,36.9877,36.0078,34.0991,36.6782,39.0247,35.7699,35.2375,35.9732,36.7373,33.9295,34.6271,34.077,35.0214,34.0448,40.4721,34.0571,37.0044,37.1328,36.5926,37.1188,36.8234,35.7403,36.2618,36.2527,37.1096,35.767,35.8562,41.7707,39.4522,42.3469,36.9429,36.6485
-68.7231,0.902412,0.147805,5,31,0,100.144,39.2698,-2.86471,0.927075,0.833253,1.51433,1.71434,1.1343,1.07105,0.991128,1.2531,0.766952,0.565677,0.923774,0.714218,0.171793,0.104376,0.163658,0.52005,0.520424,0.0391301,0.79665,0.422939,0.262043,0.503394,-0.318768,0.235598,0.333618,1.03739,1.43437,1.79838,0.704329,0.158931,1.21282,1.44763,1.50834,0.835323,1.97179,1.95894,1.64874,1.59261,1.84263,-0.615112,1.87889,0.974858,0.843979,0.876929,0.764122,0.371697,1.54738,0.886389,0.957114,1.24517,1.64501,1.36575,-0.743949,0.356274,-1.08972,0.945311,0.818539,0.0392221,24.9463,27.811,30.6757,33.5404,36.4051,36.8828,34.9317,34.3587,36.0204,36.2016,36.4305,35.68,37.0727,37.6493,36.6235,37.2238,38.7777,38.9708,38.801,37.78,37.779,39.1577,36.9876,38.0582,38.5191,37.8277,40.183,38.5949,38.3141,36.298,35.1608,34.118,37.2521,38.8145,35.7954,35.1228,34.9489,36.8769,33.6212,33.658,34.5467,34.7075,33.9912,41.0319,33.8873,36.4771,36.8521,36.7577,37.0808,38.205,34.837,36.7306,36.528,35.7028,34.5573,35.3573,41.401,38.2492,42.3916,36.5618,36.9249
-77.8086,0.986786,0.147805,4,31,0,99.1692,39.4459,-2.87606,1.00649,0.760977,1.37894,2.16407,1.01001,1.03906,1.35376,1.43457,0.784507,0.829778,0.871739,0.710263,0.72674,0.0438941,0.109655,0.71338,0.261674,0.383791,0.787315,0.59815,0.196483,0.545572,0.0286294,0.68915,0.250384,0.860248,1.62187,1.75099,0.77663,0.445851,1.54876,1.53824,1.41963,1.12971,1.75878,1.86761,1.7307,1.4905,1.76976,-0.524811,2.10398,0.847851,1.05872,1.0313,0.971979,0.475538,1.19194,0.856079,1.07497,0.994143,1.3643,1.3992,-0.902566,0.310541,-1.08646,0.456918,1.09361,0.215798,25.0656,27.9417,30.8177,33.6938,36.5699,37.2573,35.48,33.2219,36.5411,36.4575,35.5524,35.32,37.1896,37.0594,36.9388,37.4032,37.3558,39.3197,39.1306,37.3942,38.6933,38.3421,37.1816,37.7256,38.8808,37.8768,39.3636,37.4639,38.7258,36.9718,34.7813,34.41,37.2123,38.1636,34.9916,35.0219,35.363,36.1968,34.3876,34.0746,34.4683,35.1592,34.356,40.9553,33.3948,37.0075,36.401,36.4799,36.6505,38.0783,36.0178,36.9838,36.3542,36.5867,35.5221,35.4217,42.0418,38.5528,42.5707,38.1318,36.3007
-83.3278,0.657933,0.147805,5,31,0,113.93,40.0714,-3.08867,0.86755,1.21077,0.984635,0.498901,1.61828,1.45232,0.868887,1.40342,1.24919,0.974819,0.896176,0.639667,0.234436,0.37253,0.39307,0.640609,0.909608,0.32756,1.08488,0.0447766,0.793029,0.359929,0.221197,0.171059,0.63966,1.52222,1.39844,1.48561,0.358188,-0.189118,1.3867,1.31196,0.910151,0.57281,2.18543,2.11267,1.39673,1.70063,1.79034,0.0319675,1.52469,0.94149,0.960825,0.963024,1.18015,1.07641,1.54187,1.55047,0.583275,1.15943,1.64549,1.60043,-0.745205,0.429993,-0.935658,0.632945,0.832408,0.0175658,24.6281,27.7168,30.8054,33.8941,36.9828,36.3318,37.0302,38.5305,35.0731,35.5857,37.3877,35.7367,36.2131,37.0605,37.3034,38.0957,39.3473,38.9208,38.8574,38.0928,37.262,39.0597,36.7206,39.9331,37.622,38.9597,39.3882,39.5431,38.0957,35.3698,35.7521,35.4829,38.9651,40.6556,35.7884,36.0192,37.2603,38.3022,33.3214,33.5461,35.7574,34.8187,34.5417,39.9727,35.3622,37.1635,37.1038,37.097,36.4264,36.7468,35.3091,35.2826,38.2699,36.4903,34.9891,35.1282,42.3731,38.7433,42.9614,38.1165,37.5004
-60.4973,1,0.147805,4,15,0,103.699,39.7837,-3.00502,0.890744,0.928745,1.182,0.967499,1.42066,1.34632,0.785187,1.50566,1.1703,1.10229,0.968234,0.825922,0.435561,0.346026,0.676949,0.571312,0.493539,0.558914,0.687015,0.0759522,0.271794,0.5205,0.023998,-0.145814,0.520115,1.2204,1.36466,1.47268,0.414406,0.0201997,1.44605,1.33144,1.38475,0.690032,2.10411,2.01871,1.42512,1.64726,1.91599,0.0721362,1.6331,0.895337,1.27981,0.791967,1.10211,1.10404,1.34273,1.30387,1.0119,0.857884,1.69937,1.3466,-0.985269,0.606887,-0.886674,0.64486,1.02364,0.0105256,24.7586,27.7636,30.7686,33.7736,36.7787,36.9928,36.2317,36.8763,35.5146,35.738,37.4242,35.2592,36.2669,36.4713,36.8741,37.3018,38.4748,38.7439,37.7494,38.0669,38.3006,38.1041,37.7192,39.5554,38.9669,38.2196,39.7116,40.2219,38.2207,36.1164,35.6828,35.3582,38.5384,39.723,35.4383,35.7827,35.6225,37.7101,33.4608,33.7174,35.5012,34.8336,34.0261,39.5669,34.8762,37.0932,35.9378,37.4038,36.4718,36.466,35.7488,35.8655,36.7429,37.2057,34.677,35.7371,42.7444,37.96,42.4482,37.8459,36.7076
-60.7559,0.920324,0.147805,4,31,0,94.4031,39.6811,-3.04213,0.872231,0.961046,1.10844,0.999255,1.39869,1.29087,0.769348,1.57659,1.18224,1.11091,0.932452,0.849413,0.417555,0.303978,0.67901,0.578457,0.461648,0.576497,0.676008,0.111999,0.3102,0.533494,0.0198941,-0.150182,0.509367,1.18263,1.36999,1.52954,0.334164,0.0691459,1.49515,1.30729,1.3766,0.726057,2.09333,2.00349,1.40524,1.69468,1.92105,0.121239,1.64743,0.925815,1.31727,0.785728,1.06904,1.10786,1.41758,1.40957,1.00841,0.832195,1.6925,1.32433,-0.939832,0.632607,-0.839505,0.59644,1.00365,0.00741951,24.4704,27.5125,30.5547,33.5968,36.6389,36.7574,36.3091,36.6412,35.4261,35.7541,37.3406,34.8849,36.0845,36.3015,36.8444,37.097,38.4108,38.7563,37.6154,37.9213,38.2767,37.9273,37.6246,39.3404,38.7374,38.0581,39.6206,40.1379,38.1315,36.0834,35.5134,35.028,38.6645,39.4707,35.1326,35.7041,35.4933,37.4723,33.3129,33.5862,35.4061,34.5256,33.837,39.3122,34.6694,36.8646,35.6738,37.2908,36.4289,36.3108,35.3686,35.393,36.6134,37.1494,34.5323,35.6523,42.5402,37.7566,42.235,37.8666,36.6278
-60.0581,0.961226,0.147805,4,31,0,87.8578,39.7705,-3.11062,0.808676,0.368646,0.956371,1.84741,1.46284,1.48491,1.55859,1.23638,1.03539,0.87762,1.04857,0.735476,0.526972,0.207936,-0.0499641,0.514017,0.509624,0.536957,1.09079,0.553802,0.409636,0.583721,-0.12601,0.616322,0.666185,1.27484,1.50803,1.83859,0.881691,0.39416,1.41055,1.52379,1.00846,0.642811,2.03873,2.08943,1.65136,1.53128,1.88299,-0.308074,1.87646,0.811372,0.787263,1.11845,0.958402,0.204802,1.32434,0.646117,0.957812,0.907107,1.23337,1.3587,-0.833614,-0.204412,-0.818088,0.941515,1.0662,0.0354008,24.2174,27.328,30.4386,33.5492,36.6599,38.6238,36.7956,34.0239,35.2201,35.1515,34.9223,35.9246,36.5498,37.0405,36.5088,37.4827,38.1313,39.1237,39.9259,38.1716,38.1852,38.1002,36.3774,38.0478,38.4962,37.9547,40.1624,37.8533,37.6982,35.8049,35.0796,34.0513,37.0279,38.5444,35.3828,35.0305,36.6335,37.7709,33.4288,33.271,34.6337,35.0072,33.9132,40.7288,33.9335,37.2466,37.3216,36.2914,36.7892,39.1334,35.651,37.7606,36.7911,36.9488,35.9339,35.5441,42.3635,40.4063,42.3152,36.8418,36.4539
-60.6785,0.984799,0.147805,5,31,0,84.3627,39.7893,-3.03906,0.899535,0.417373,1.01496,1.35574,1.64556,1.27901,1.36931,1.15098,1.1695,1.07797,0.785468,0.511448,0.83406,0.346867,0.144924,0.602479,0.642473,0.279405,0.872609,0.588161,0.490932,0.661185,-0.0877086,0.537592,0.411095,1.53962,1.60557,1.50613,0.604323,0.12702,1.38668,1.50995,1.03446,0.644664,2.18975,2.09406,1.48692,1.57303,2.02217,-0.286081,2.00428,0.944893,0.893807,0.840703,1.14366,0.451781,1.29529,0.748991,1.0508,0.833342,1.1135,1.28456,-0.590705,0.233579,-0.726784,1.02323,0.987386,0.0239477,24.594,27.6331,30.6721,33.7112,36.7502,38.5209,36.7048,35.6691,34.7883,35.9023,35.6279,36.2914,36.2351,36.5133,37.4022,38.235,37.2545,38.7351,39.3489,37.9583,37.8368,38.9402,37.1374,38.0018,38.2973,37.7799,40.0558,38.1555,38.5399,35.1103,34.9099,35.2121,37.9527,39.4033,35.5751,35.2005,36.6455,37.8301,33.1345,33.4253,35.2704,35.0087,33.6438,40.6587,33.6982,36.9177,37.073,37.2343,36.3137,38.4163,35.8528,37.5131,36.5958,37.2567,36.4053,35.8854,41.5845,39.0794,41.998,36.6796,36.7886
-69.8216,0.852127,0.147805,5,31,0,91.5915,39.7621,-3.06875,0.947676,0.483643,0.955905,0.982265,1.48923,1.38075,0.923885,1.57973,1.17173,1.1925,0.800955,0.798006,0.457774,0.40346,0.275877,0.89977,0.400072,0.749085,1.00983,0.557677,0.606595,0.80076,0.221314,0.244985,-0.0658582,1.43724,1.65585,1.74116,0.495085,0.0868171,1.49057,1.29357,0.843911,0.515728,2.2949,2.20447,1.44725,1.55285,2.071,-0.41591,1.84024,0.845924,0.939068,0.783943,1.21354,0.345523,1.26371,0.54766,1.23041,0.854441,1.25441,1.09536,-1.01463,0.127975,-0.77923,0.766936,1.06455,0.0245916,24.4183,27.4871,30.5558,33.6246,36.6933,38.2779,36.8287,36.7478,35.192,35.5249,36.9269,34.9143,36.1663,36.1026,37.3042,37.3132,38.3573,38.524,38.9155,37.0009,38.5344,37.4633,36.6632,38.0507,37.9006,37.3048,39.0829,39.0103,39.9642,35.3516,34.6807,34.4189,38.2428,39.4957,35.1879,35.7925,37.1723,38.1794,32.7196,32.9971,35.3208,34.9968,33.4067,41.0384,34.1149,37.1662,36.8803,37.3564,36.038,38.7018,35.8841,38.0815,35.9863,37.14,35.9126,36.4007,42.8757,39.3694,42.1534,37.4086,36.4953
-64.1877,0.998145,0.147805,5,31,0,100.781,39.9591,-3.04938,0.840131,1.02898,1.40358,1.69342,1.45234,1.34278,1.42065,1.19358,1.07453,0.971451,1.10596,0.846687,0.487859,0.183132,0.398227,0.391126,0.602563,0.374434,0.870025,0.250031,0.148467,0.362626,-0.268712,0.302209,1.07992,1.04642,1.25448,1.658,0.865453,0.285528,1.44574,1.54312,1.59919,0.836335,2.02992,1.9767,1.54731,1.77594,1.74015,0.211754,1.89358,0.888189,1.03708,1.38082,0.912276,1.0377,1.71749,1.56274,0.747202,0.999343,1.77866,1.71897,-0.452059,0.661995,-0.612507,0.88891,1.17728,0.0411265,24.7121,27.7615,30.8109,33.8603,36.9097,36.8213,35.679,34.7952,35.5303,35.8644,35.6269,36.3194,36.6824,36.9967,36.5866,37.3772,38.4714,39.4006,38.7447,38.7664,38.1216,38.8173,37.306,39.1966,39.5063,38.8533,40.7785,39.0375,36.666,36.7681,36.1337,34.9032,37.32,39.0884,35.5504,35.2535,35.0825,37.4087,33.769,33.9313,35.2407,34.5435,34.6527,39.3133,34.1848,37.2506,36.7966,35.7484,37.1772,36.7947,34.7218,35.1937,37.6805,36.9117,34.5352,34.7173,41.3376,37.9404,41.8268,37.2484,36.3691
-65.0291,0.815413,0.147805,4,15,0,89.3482,39.7048,-3.04286,0.966836,0.934642,1.12221,0.708463,1.35966,1.38909,1.34936,1.09576,0.896839,0.976981,0.986748,0.605018,0.41144,0.0612101,0.566734,0.375256,0.561048,0.429779,0.765348,0.395288,0.174543,0.49958,0.262207,0.121739,0.537859,1.1149,1.45637,1.59728,0.996781,0.450343,1.12915,1.54574,1.42086,0.654658,1.95951,1.95785,1.32136,1.78822,1.70859,0.0317254,1.81403,0.639177,1.06525,1.23362,0.907382,0.60051,1.56413,1.27292,1.02854,1.27733,1.77681,1.47213,-0.278371,0.292002,-0.766385,0.857564,1.19935,0.109979,24.4905,27.5334,30.5763,33.6191,36.662,36.8608,36.2901,37.5491,35.5676,35.478,35.5989,36.3706,36.9759,36.732,36.7023,37.8638,38.4529,39.5186,37.9803,38.563,37.9976,38.3971,37.376,38.502,39.1737,38.1847,38.907,39.3344,38.0682,36.3123,35.2733,34.8445,36.6718,38.3345,36.269,35.0014,35.3814,37.7128,33.7423,33.7474,35.6841,34.2635,34.5058,39.6083,34.185,37.7599,36.4634,35.9511,36.9438,37.8776,34.9454,35.8315,36.5751,35.8181,34.2983,35.2254,40.5519,38.8163,42.0368,37.0954,36.0554
-61.3747,0.907048,0.147805,4,31,0,88.858,39.8227,-3.07496,0.930072,0.651013,0.926755,1.04017,1.35945,1.16181,1.20141,0.951232,0.826213,1.20046,1.17517,0.764269,0.379785,0.382111,0.583394,0.267459,0.800252,0.610417,0.914355,0.223714,0.19592,0.541185,0.0170618,0.105993,1.07771,1.0264,1.41396,1.5748,0.940125,0.359313,1.27439,1.58503,1.27483,0.905026,2.11972,1.90278,1.41662,1.45773,1.59444,0.0348766,1.79933,0.787924,1.07729,1.18079,0.954667,0.803459,1.5704,1.01315,0.623282,1.149,1.74515,1.35348,-0.495,0.47753,-1.00163,0.735046,1.09597,0.0537351,24.4479,27.5228,30.5978,33.6727,36.7477,37.8208,36.9729,36.6242,35.6424,36.2501,36.1284,36.8977,37.2821,36.1313,36.2091,37.4726,38.6549,38.6477,38.0288,39.0003,37.3619,37.9457,37.0111,39.1348,39.2202,38.1586,39.7702,39.4968,36.5088,36.6665,35.4748,34.9802,36.9318,38.7178,35.904,34.9488,35.9026,37.0398,33.3046,33.9717,35.4666,35.3402,34.9198,39.7154,34.2898,37.3998,36.51,36.1918,36.8871,37.3521,34.9938,36.7073,37.9061,36.2895,34.4564,35.6608,41.3448,38.3543,42.9027,37.5624,36.4526
-61.3124,0.806097,0.147805,4,31,0,92.6113,40.0581,-3.19619,0.769779,1.11605,1.15369,1.64388,1.72477,1.24336,1.21739,1.26003,0.895574,1.45259,0.807153,1.15663,0.45797,0.262123,0.141503,0.636469,0.290268,0.747741,1.05339,0.481525,0.440898,0.683791,0.0260736,0.400747,0.435487,1.1766,1.5726,1.60441,0.911483,0.818827,1.56171,1.37064,1.26127,0.825313,1.7608,2.06466,1.52603,1.50933,1.77906,-0.250503,2.1838,0.827961,0.788982,1.03961,1.01367,0.973518,1.78058,1.25977,1.37272,0.75331,1.46106,1.53056,-0.48038,0.350736,-0.626591,1.04958,1.11453,0.049846,24.0772,27.2734,30.4695,33.6657,36.8619,36.491,36.3707,34.804,34.5454,36.0841,36.1671,36.0308,37.1957,35.4154,37.4783,36.3613,38.5944,39.2203,39.6059,38.0238,39.1304,37.6682,36.6913,38.5191,38.6489,37.8726,39.9748,38.7773,38.6662,36.2975,35.0318,34.9301,37.1449,37.441,35.0666,35.6773,36.0269,37.4203,34.4303,33.4591,35.1807,35.234,34.3719,40.8588,33.0783,37.4118,37.5364,36.7353,36.8182,36.9466,34.367,36.0317,35.6706,37.6504,35.3883,35.1662,41.5935,38.9371,42.0608,36.7035,36.4959
-65.5906,0.975839,0.147805,4,15,0,90.086,39.761,-3.10463,0.866916,0.554193,0.899183,1.32716,1.45816,1.23169,1.06641,1.13532,1.50308,1.12792,1.24365,0.420158,0.656416,0.267853,0.590746,0.483969,0.871832,0.458523,0.898296,0.393199,0.515386,0.670754,-0.179051,0.317551,0.239394,1.49239,1.22942,1.53321,0.464751,-0.248137,1.42141,1.49267,0.9883,0.726633,2.01793,1.78744,1.50928,1.71926,2.05491,0.258278,1.64617,1.02401,1.11541,1.28398,0.951331,0.414023,1.20532,0.802789,0.677084,1.21791,1.38339,1.27297,-0.562998,0.455026,-0.888712,0.484608,1.1469,0.0949019,24.2378,27.3425,30.4471,33.5517,36.6563,38.0404,36.9693,35.6406,35.2339,35.937,36.4502,36.2362,35.0945,36.2592,35.8999,38.4565,37.723,38.9294,37.9269,38.2584,37.0543,38.3374,36.9721,38.5402,38.1609,37.6785,40.3169,38.7751,39.0177,35.1277,35.9441,35.0009,38.3181,40.5313,35.348,35.1268,36.6927,37.505,33.4961,34.2116,35.0752,34.4233,33.3812,38.9591,34.6502,36.5818,36.298,35.7747,36.8074,38.4756,36.0189,37.2686,37.6589,35.9798,35.4661,35.8089,41.5089,38.3483,42.5201,38.2564,36.2003
-64.1015,0.926699,0.147805,5,31,0,92.5953,39.8259,-3.14096,0.846664,0.992408,1.26538,1.10204,1.17358,1.30933,1.13169,1.4506,0.38895,1.02893,0.686864,0.990605,0.286203,0.307074,0.0363659,0.594691,0.0930473,0.628516,0.807568,0.323728,0.311523,0.400344,0.11955,0.208242,0.607,0.808209,1.50862,1.55817,0.711139,0.810974,1.4405,1.46508,1.31583,0.645713,1.74788,1.94591,1.46889,1.45238,1.57582,-0.257739,1.7647,0.642508,0.787889,0.873292,1.03044,0.801148,1.66377,1.02559,1.54699,0.689466,1.62073,1.42332,-0.683918,0.338311,-0.648696,0.811964,0.993682,0.106273,24.1211,27.2621,30.403,33.544,36.6849,36.7088,35.8514,36.3645,36.1397,35.7133,36.2713,35.2696,38.6042,36.5941,37.6685,36.7144,38.927,38.8614,39.7117,37.958,39.5336,37.8518,37.2894,38.8091,38.8474,38.5684,39.4504,39.1718,37.9193,37.2874,35.0874,34.9317,37.5922,37.2787,35.3014,35.2242,35.6929,37.7977,34.3359,33.7139,35.2122,35.264,34.8763,40.6355,34.283,37.8078,37.3512,37.0829,36.5893,37.3095,34.6001,36.6046,34.9669,37.6603,34.7353,35.3553,41.9741,38.7633,41.8634,37.2756,36.7048
-65.3443,0.967562,0.147805,4,15,0,92.3918,39.8001,-3.07408,0.806623,1.20092,1.17678,1.24788,1.29482,1.55236,1.03707,1.62828,0.623544,1.03815,1.04224,1.1857,0.308957,0.00624546,-0.0416026,0.774326,0.378543,0.516216,0.897068,0.27451,0.185624,0.481167,-0.10759,0.163729,1.09456,0.976087,1.56158,1.55512,0.680633,0.492864,1.46289,1.3958,1.26305,0.581318,1.82556,1.83625,1.32687,1.43933,1.51975,-0.416799,2.01228,0.728994,1.01078,0.99947,0.832818,0.677244,1.66097,0.949219,1.22238,0.86987,1.49353,1.44942,-0.428154,0.0821904,-0.74152,0.884358,1.0031,0.100426,24.4297,27.5038,30.5778,33.6519,36.726,36.1084,36.1826,35.964,35.8197,35.028,36.6121,34.7946,37.8833,36.6087,36.5961,36.1552,38.8503,39.7809,39.928,37.4197,38.6364,38.2132,37.0424,38.9562,39.2295,38.3209,40.1308,39.2968,36.4353,36.7995,34.9997,35.0195,37.7078,38.285,35.3031,35.5093,35.9174,38.0131,34.1882,34.1553,35.7212,35.3755,35.1283,41.0814,33.6142,37.5591,36.6929,36.7276,37.2399,37.7182,34.6941,36.8821,36.0424,37.126,35.2089,35.3444,41.1163,39.5474,42.0796,37.0815,36.7165
-60.051,0.996052,0.147805,5,47,0,92.7841,40.3189,-3.16857,0.830626,0.855169,0.922791,1.11555,1.63729,1.23677,1.4273,1.41956,1.33326,1.23293,1.08091,1.06483,0.602825,0.51321,0.506213,1.00875,0.676896,0.737069,1.04112,0.182124,0.484481,0.433618,-0.0560205,0.349838,0.704476,1.01581,1.59879,1.62728,0.726205,-0.0280864,1.61552,1.57311,1.32435,0.573858,2.34684,2.1749,1.58507,1.7088,2.00022,-0.114658,1.50659,0.995452,1.16017,1.38077,1.10263,1.07217,1.32908,1.17893,0.802087,1.32242,1.53643,1.55828,-0.552793,0.667819,-0.721299,0.918419,1.20579,0.0855157,24.476,27.6446,30.8131,33.9817,37.1503,37.6092,37.3949,36.7842,35.131,36.4001,35.7964,35.8209,36.0943,36.4122,36.8939,36.9449,38.4088,38.6927,38.7149,37.1226,38.1741,37.9834,37.02,39.7418,38.7837,38.9449,40.4964,39.2104,38.0867,37.1002,35.253,35.1627,38.0178,40.4079,35.2,35.3343,36.1226,38.5006,32.8827,33.4276,35.2965,34.9044,33.981,40.6822,35.5451,37.1647,36.6428,35.9438,36.8251,36.9216,36.1076,36.5833,37.7774,36.1287,35.4506,35.3813,42.0704,38.2028,42.6043,37.4088,36.4982
-56.2666,0.982127,0.147805,4,31,0,82.8966,39.9569,-3.02409,0.79051,1.06711,1.0925,0.987851,1.78348,1.52612,1.38763,1.49644,1.01411,0.912052,1.09475,0.97621,0.562534,0.346805,0.424449,0.364157,0.592478,0.613343,1.14081,0.567929,0.408332,0.775854,-0.256962,0.330076,0.732479,1.37428,1.67498,1.75385,0.491543,0.394257,1.31589,1.7051,1.41289,0.855913,2.1026,2.23259,1.59398,1.68952,1.75936,-0.16776,1.68423,0.82575,0.981903,1.01397,0.966462,1.0408,1.83114,1.09746,1.11216,0.855307,1.58355,1.58442,-0.765552,0.51299,-0.950094,0.74964,1.16702,0.248059,24.8365,27.8606,30.8847,33.9088,36.9328,36.7299,36.6531,36.9696,34.5635,35.3418,35.7606,35.4316,36.8902,37.1988,36.6463,37.0048,38.2558,38.9082,38.6734,38.8557,38.1652,38.1021,36.507,38.2395,38.7221,37.6107,40.734,38.9587,37.7418,35.801,34.8917,34.6531,38.4705,38.7647,35.9776,34.8005,35.6842,37.3686,33.5985,33.2054,35.1366,34.8477,34.6365,40.4642,34.8637,37.4598,36.9876,36.8906,37.0343,36.8095,34.4194,36.6381,36.5937,37.3704,35.1681,35.1655,42.272,38.4056,42.8301,37.6899,36.4278
-67.9621,0.924695,0.147805,4,15,0,92.8261,40.0661,-3.11515,0.820384,1.49439,1.20975,1.04805,1.45253,1.51779,1.32453,1.49381,0.943439,0.920049,0.822705,0.558092,0.401796,0.133117,0.118146,0.357282,0.776967,0.800911,1.04787,0.704458,0.253061,0.803815,-0.0187223,0.193283,0.528123,1.31326,1.41059,1.9739,0.50769,-0.051756,1.61857,1.48694,1.40262,0.739443,2.11034,2.23882,1.58378,1.79976,1.92645,0.162208,1.96126,1.02936,0.580566,0.860649,1.17746,1.01039,1.61022,1.70034,1.04144,1.06521,1.5927,1.77608,-0.526813,0.215313,-0.743209,1.04423,1.28086,0.04364,24.4903,27.6055,30.7206,33.8358,36.951,35.4108,36.2976,36.8013,35.5412,35.3379,35.94,35.4127,37.1271,37.2,37.5033,38.3276,38.8144,39.6514,39.6981,38.9531,37.6457,37.5711,36.8018,37.8716,39.2778,37.5621,40.1244,39.464,38.4209,35.9751,35.6719,33.9171,38.4846,40.2273,35.024,35.4341,35.6967,37.7626,33.4921,33.0918,35.1324,34.4596,34.0649,39.5608,33.9565,36.8595,38.2576,37.3851,36.3981,36.9186,35.05,34.7693,36.8218,36.7478,35.1046,34.5333,41.7072,39.3954,42.3813,36.8132,36.076
