"Sample_name","species","totalReads"
"MiFish.0921.2Brn.Up.1.1","Dicamptodon tenebrosus",93729
"MiFish.0921.2Brn.Up.1.1","Turdus migratorius",4283
"MiFish.0921.2Brn.Up.1.1","Homo sapiens",52
"MiFish.0921.2Brn.Up.1.1","Canis lupus",18
"MiFish.0921.3Chk.Up.2.1","Oncorhynchus clarkii",106141
"MiFish.0921.3Chk.Up.2.1","Dicamptodon tenebrosus",122
"MiFish.0921.3Chk.Up.2.1","Turdus migratorius",14
"MiFish.0921.3Chk.Up.2.1","Neovison vison",32
"MiFish.0921.4Pad.Dn.2.1","Bos taurus",3
"MiFish.0921.4Pad.Dn.2.1","Gasterosteus aculeatus",7887
"MiFish.0921.4Pad.Dn.3.1","Oncorhynchus clarkii",7718
"MiFish.0921.4Pad.Dn.3.1","Oncorhynchus mykiss",90873
"MiFish.0921.4Pad.Dn.3.1","Oncorhynchus kisutch",20723
"MiFish.0921.4Pad.Dn.3.1","Cottus asper",26429
"MiFish.0921.4Pad.Dn.3.1","Homo sapiens",309
"MiFish.0921.4Pad.Dn.3.1","Procyon lotor",6
"MiFish.0921.4Pad.Up11.2.1","Oncorhynchus clarkii",11503
"MiFish.0921.4Pad.Up11.2.1","Oncorhynchus mykiss",88369
"MiFish.0921.4Pad.Up11.2.1","Oncorhynchus kisutch",22044
"MiFish.0921.4Pad.Up11.2.1","Cottus asper",16778
"MiFish.0921.4Pad.Up11.2.1","Bos taurus",151
"MiFish.0921.4Pad.Up11.2.1","Turdus migratorius",29
"MiFish.0921.4Pad.Up5.1.1","Oncorhynchus kisutch",103461
"MiFish.0921.4Pad.Up5.1.1","Cottus asper",51888
"MiFish.0921.4Pad.Up5.1.1","Cottus marginatus",276
"MiFish.1021.3Chk.Dn.3.1","Procyon lotor",15
"MiFish.1021.3Chk.Dn.3.2","Oncorhynchus mykiss",1767
"MiFish.1021.3Chk.Dn.3.2","Regulus satrapa",948
"MiFish.1021.3Chk.Dn.3.2","Alburnus alburnus",691
"MiFish.1021.3Chk.Dn.3.2","Gallus gallus",8
"MiFish.1121.4Pad.Up5.3.1","Oncorhynchus clarkii",2441
"MiFish.1121.4Pad.Up5.3.1","Perca flavescens",2438
"MiFish.1221.3Chk.Up.3.1","Homo sapiens",3348
"MiFish.1221.3Chk.Up.3.1","Didelphis virginiana",1347
"MiFish.1221.4Pad.Dn.2.1","Oncorhynchus clarkii",7385
"MiFish.1221.4Pad.Dn.2.1","Oncorhynchus mykiss",1369
"MiFish.1221.4Pad.Dn.2.1","Oncorhynchus kisutch",9796
"MiFish.1221.4Pad.Dn.2.1","Cottus asper",18999
"MiFish.1221.4Pad.Dn.2.1","Bos taurus",8249
"MiFish.1221.4Pad.Dn.2.1","Perca flavescens",15156
"MiFish.1221.4Pad.Dn.2.1","Micropterus salmoides",3624
"MiFish.1221.4Pad.Dn.2.1","Lepomis gibbosus",9755
"MiFish.1221.4Pad.Dn.2.1","Felis catus",4
"MiFish.1221.4Pad.Dn.2.1","Phalacrocorax auritus",751
"MiFish.1221.4Pad.Dn.2.1","Rattus rattus",183
"MiFish.1221.4Pad.Dn.2.1","Ensatina eschscholtzii",182
"MiFish.1221.4Pad.Dn.2.1","Canis lupus",5
"MiFish.1221.5Sqm.Up.2.1","Oncorhynchus clarkii",44547
"MiFish.1221.5Sqm.Up.2.1","Oncorhynchus mykiss",2807
"MiFish.1221.5Sqm.Up.2.1","Bos taurus",16144
"MiFish.1221.5Sqm.Up.2.1","Ameiurus nebulosus",20432
"MiFish.1221.5Sqm.Up.2.1","Pimephales promelas",21717
"MiFish.1221.5Sqm.Up.2.1","Rana catesbeiana",165
"MiFish.1221.5Sqm.Up.2.1","Didelphis virginiana",42
"MiFish.1221.5Sqm.Up.2.1","Sus scrofa",1840
"MiFish.1221.5Sqm.Up.2.1","Gobio gobio",1551
"MiFish.1221.5Sqm.Up.2.1","Lithobates catesbeianus",37
"MiFish.1221.5Sqm.Up.2.1","Equus caballus",19
"MiFish.0122.5Sqm.Up.2.1","Oncorhynchus clarkii",82123
"MiFish.0122.5Sqm.Up.2.1","Oncorhynchus mykiss",1048
"MiFish.0122.5Sqm.Up.2.1","Oncorhynchus kisutch",2362
"MiFish.0122.5Sqm.Up.2.1","Bos taurus",208
"MiFish.0122.5Sqm.Up.2.1","Ameiurus nebulosus",16785
"MiFish.0122.5Sqm.Up.2.1","Pimephales promelas",16021
"MiFish.0122.5Sqm.Up.2.1","Homo sapiens",59
"MiFish.0122.5Sqm.Up.2.1","Rana catesbeiana",214
"MiFish.0122.5Sqm.Up.2.1","Lithobates catesbeianus",198
"MiFish.0222.2Brn.Up.3.1","Dicamptodon tenebrosus",101040
"MiFish.0222.2Brn.Up.3.1","Homo sapiens",16153
"MiFish.0222.2Brn.Up.3.1","Aplodontia rufa",13
"MiFish.0222.3Chk.Dn.3.1","Oncorhynchus clarkii",60862
"MiFish.0222.3Chk.Dn.3.1","Oncorhynchus mykiss",22542
"MiFish.0222.3Chk.Dn.3.1","Homo sapiens",758
"MiFish.0421.2Brn.Up.3.1","Dicamptodon tenebrosus",46650
"MiFish.0421.2Brn.Up.3.1","Homo sapiens",84
"MiFish.0521.2Brn.Dn.1.1","Bos taurus",256
"MiFish.0521.2Brn.Dn.1.2","Homo sapiens",70
"MiFish.0721.4Pad.Up5.1.1","Homo sapiens",12
"MiFish.0921.1Prt.Up.1.1","Oncorhynchus clarkii",37059
"MiFish.0921.1Prt.Up.1.1","Oncorhynchus kisutch",18009
"MiFish.0921.1Prt.Up.1.1","Oncorhynchus gorbuscha",1762
"MiFish.0921.1Prt.Up.1.1","Lampetra ayresii",8268
"MiFish.0921.1Prt.Up.1.1","Didelphis virginiana",4
"MiFish.0921.1Prt.Up.2.1","Oncorhynchus clarkii",60221
"MiFish.0921.1Prt.Up.2.1","Oncorhynchus kisutch",10909
"MiFish.0921.1Prt.Up.2.1","Bos taurus",2586
"MiFish.0921.1Prt.Up.2.1","Lampetra ayresii",15397
"MiFish.0921.1Prt.Up.2.1","Turdus migratorius",1057
"MiFish.0921.1Prt.Up.2.1","Ondatra zibethicus",10
"MiFish.0921.1Prt.Up.2.1","Homo sapiens",2012
"MiFish.0921.1Prt.Up.2.1","Didelphis virginiana",119
"MiFish.0921.4Pad.Up11.3.1","Oncorhynchus clarkii",9748
"MiFish.0921.4Pad.Up11.3.1","Oncorhynchus mykiss",55613
"MiFish.0921.4Pad.Up11.3.1","Oncorhynchus kisutch",8942
"MiFish.0921.4Pad.Up11.3.1","Cottus asper",7240
"MiFish.0921.4Pad.Up11.3.1","Turdus migratorius",908
"MiFish.0921.4Pad.Up11.3.2","Homo sapiens",22
"MiFish.0921.4Pad.Up11.3.3","Procyon lotor",7
"MiFish.1121.4Pad.Dn.2.1","Melospiza melodia",598
"MiFish.1121.4Pad.Up11.1.1","Oncorhynchus clarkii",2660
"MiFish.1121.4Pad.Up11.1.1","Cottus asper",1315
"MiFish.1121.4Pad.Up5.3.2","Turdus migratorius",5556
"MiFish.1121.4Pad.Up5.3.2","Canis latrans",20
"MiFish.1121.4Pad.Up5.3.3","Dicamptodon tenebrosus",6
"MiFish.1121.4Pad.Up5.3.3","Perca flavescens",2377
"MiFish.1121.4Pad.Up5.3.3","Canis lupus",3
"MiFish.0122.1Prt.Dn.3.1","Oncorhynchus clarkii",45994
"MiFish.0122.1Prt.Dn.3.1","Oncorhynchus kisutch",39697
"MiFish.0122.1Prt.Dn.3.1","Castor canadensis",114
"MiFish.0122.1Prt.Dn.3.1","Procyon lotor",46
"MiFish.0122.1Prt.Dn.3.2","Oncorhynchus clarkii",71581
"MiFish.0122.1Prt.Dn.3.2","Oncorhynchus mykiss",8169
"MiFish.0122.1Prt.Dn.3.2","Oncorhynchus kisutch",26587
"MiFish.0122.1Prt.Dn.3.2","Castor canadensis",1257
"MiFish.0122.1Prt.Dn.3.3","Homo sapiens",643
"MiFish.0122.1Prt.Dn.3.3","Didelphis virginiana",14
"MiFish.0122.1Prt.Dn.3.3","Canis lupus",1493
"MiFish.0122.1Prt.Up.1.1","Oncorhynchus clarkii",38465
"MiFish.0122.1Prt.Up.1.1","Oncorhynchus kisutch",33275
"MiFish.0122.1Prt.Up.1.1","Lampetra ayresii",6944
"MiFish.0122.1Prt.Up.1.1","Castor canadensis",537
"MiFish.0122.1Prt.Up.1.1","Aix sponsa",385
"MiFish.0122.1Prt.Up.1.1","Gallus gallus",312
"MiFish.0122.1Prt.Up.1.1","Rattus norvegicus",10
"MiFish.Kangaroo.Run12","Osphranter rufus",158086
"MiFish.Kangaroo.Run12","Macropus giganteus",429
"MiFish.Kangaroo.Run12","Osphranter robustus",58
"MC1.Even.Tissue.noGB.1.1","Oncorhynchus clarkii",7401
"MC1.Even.Tissue.noGB.1.1","Oncorhynchus kisutch",1247
"MC1.Even.Tissue.noGB.1.1","Oncorhynchus gorbuscha",15827
"MC1.Even.Tissue.noGB.1.1","Cottus asper",6132
"MC1.Even.Tissue.noGB.1.1","Entosphenus tridentatus",22168
"MC1.Even.Tissue.noGB.1.1","Oncorhynchus nerka",5810
"MC1.Even.Tissue.noGB.1.1","Cottus marginatus",16199
"MC1.Even.Tissue.noGB.1.1","Oncorhynchus tshawytscha",7180
"MC1.Even.Tissue.noGB.1.1","Lampetra ayresii",4420
"MC1.Even.Tissue.noGB.1.1","Salmo trutta",16796
"MC1.Even.Tissue.noGB.1.1","Salvelinus malma",1465
"MC1.Even.Tissue.noGB.1.1","Cymatogaster aggregata",9
"MC1.Even.Tissue.noGB.2.1","Oncorhynchus clarkii",7269
"MC1.Even.Tissue.noGB.2.1","Oncorhynchus kisutch",1261
"MC1.Even.Tissue.noGB.2.1","Oncorhynchus gorbuscha",15813
"MC1.Even.Tissue.noGB.2.1","Cottus asper",7701
"MC1.Even.Tissue.noGB.2.1","Entosphenus tridentatus",25302
"MC1.Even.Tissue.noGB.2.1","Oncorhynchus nerka",5748
"MC1.Even.Tissue.noGB.2.1","Cottus marginatus",20438
"MC1.Even.Tissue.noGB.2.1","Oncorhynchus tshawytscha",7352
"MC1.Even.Tissue.noGB.2.1","Lampetra ayresii",5213
"MC1.Even.Tissue.noGB.2.1","Salmo trutta",17445
"MC1.Even.Tissue.noGB.2.1","Salvelinus malma",1448
"MC1.Even.Tissue.noGB.2.1","Cymatogaster aggregata",19
"MC1.Even.Tissue.noGB.3.1","Oncorhynchus clarkii",8191
"MC1.Even.Tissue.noGB.3.1","Oncorhynchus kisutch",1483
"MC1.Even.Tissue.noGB.3.1","Oncorhynchus gorbuscha",18306
"MC1.Even.Tissue.noGB.3.1","Cottus asper",7954
"MC1.Even.Tissue.noGB.3.1","Entosphenus tridentatus",26669
"MC1.Even.Tissue.noGB.3.1","Oncorhynchus nerka",6620
"MC1.Even.Tissue.noGB.3.1","Cottus marginatus",20798
"MC1.Even.Tissue.noGB.3.1","Oncorhynchus tshawytscha",7935
"MC1.Even.Tissue.noGB.3.1","Lampetra ayresii",5347
"MC1.Even.Tissue.noGB.3.1","Salmo trutta",19354
"MC1.Even.Tissue.noGB.3.1","Salvelinus malma",1816
"MC1.Even.Tissue.noGB.3.1","Cymatogaster aggregata",22
"MC1.Even.Tissue.GB.1.1","Oncorhynchus clarkii",7655
"MC1.Even.Tissue.GB.1.1","Oncorhynchus kisutch",1285
"MC1.Even.Tissue.GB.1.1","Oncorhynchus gorbuscha",16450
"MC1.Even.Tissue.GB.1.1","Cottus asper",6061
"MC1.Even.Tissue.GB.1.1","Entosphenus tridentatus",22705
"MC1.Even.Tissue.GB.1.1","Oncorhynchus nerka",6067
"MC1.Even.Tissue.GB.1.1","Cottus marginatus",16620
"MC1.Even.Tissue.GB.1.1","Oncorhynchus tshawytscha",7305
"MC1.Even.Tissue.GB.1.1","Lampetra ayresii",4308
"MC1.Even.Tissue.GB.1.1","Salmo trutta",17416
"MC1.Even.Tissue.GB.1.1","Salvelinus malma",1591
"MC1.Even.Tissue.GB.1.1","Cymatogaster aggregata",9
"MC1.Even.Tissue.GB.2.1","Oncorhynchus clarkii",7074
"MC1.Even.Tissue.GB.2.1","Oncorhynchus kisutch",1165
"MC1.Even.Tissue.GB.2.1","Oncorhynchus gorbuscha",15141
"MC1.Even.Tissue.GB.2.1","Cottus asper",7184
"MC1.Even.Tissue.GB.2.1","Entosphenus tridentatus",24145
"MC1.Even.Tissue.GB.2.1","Oncorhynchus nerka",5468
"MC1.Even.Tissue.GB.2.1","Cottus marginatus",18392
"MC1.Even.Tissue.GB.2.1","Oncorhynchus tshawytscha",6715
"MC1.Even.Tissue.GB.2.1","Lampetra ayresii",4827
"MC1.Even.Tissue.GB.2.1","Salmo trutta",16336
"MC1.Even.Tissue.GB.2.1","Salvelinus malma",1508
"MC1.Even.Tissue.GB.2.1","Cymatogaster aggregata",20
"MC1.Even.Tissue.GB.3.1","Oncorhynchus clarkii",6166
"MC1.Even.Tissue.GB.3.1","Oncorhynchus kisutch",1063
"MC1.Even.Tissue.GB.3.1","Oncorhynchus gorbuscha",13085
"MC1.Even.Tissue.GB.3.1","Cottus asper",6206
"MC1.Even.Tissue.GB.3.1","Entosphenus tridentatus",21193
"MC1.Even.Tissue.GB.3.1","Oncorhynchus nerka",4601
"MC1.Even.Tissue.GB.3.1","Cottus marginatus",16766
"MC1.Even.Tissue.GB.3.1","Oncorhynchus tshawytscha",5476
"MC1.Even.Tissue.GB.3.1","Lampetra ayresii",4161
"MC1.Even.Tissue.GB.3.1","Salmo trutta",12725
"MC1.Even.Tissue.GB.3.1","Salvelinus malma",1068
"MC1.Even.Tissue.GB.3.1","Mammuthus primigenius",4
"MC1.Even.Tissue.GB.3.1","Cymatogaster aggregata",30
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus clarkii",8888
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus mykiss",3799
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus kisutch",1281
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus gorbuscha",34839
"MC1.Skew.Tissue.noGB.1.1","Cottus asper",7505
"MC1.Skew.Tissue.noGB.1.1","Entosphenus tridentatus",18110
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus nerka",4020
"MC1.Skew.Tissue.noGB.1.1","Cottus marginatus",20450
"MC1.Skew.Tissue.noGB.1.1","Oncorhynchus tshawytscha",3460
"MC1.Skew.Tissue.noGB.1.1","Lampetra ayresii",13425
"MC1.Skew.Tissue.noGB.1.1","Salmo trutta",3290
"MC1.Skew.Tissue.noGB.1.1","Salvelinus malma",349
"MC1.Skew.Tissue.noGB.1.1","Cymatogaster aggregata",26
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus clarkii",7888
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus mykiss",3264
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus kisutch",1111
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus gorbuscha",30977
"MC1.Skew.Tissue.noGB.2.1","Cottus asper",7023
"MC1.Skew.Tissue.noGB.2.1","Entosphenus tridentatus",16370
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus nerka",3468
"MC1.Skew.Tissue.noGB.2.1","Cottus marginatus",18691
"MC1.Skew.Tissue.noGB.2.1","Oncorhynchus tshawytscha",3020
"MC1.Skew.Tissue.noGB.2.1","Lampetra ayresii",11948
"MC1.Skew.Tissue.noGB.2.1","Salmo trutta",2934
"MC1.Skew.Tissue.noGB.2.1","Salvelinus malma",336
"MC1.Skew.Tissue.noGB.2.1","Cymatogaster aggregata",16
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus clarkii",8821
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus mykiss",3606
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus kisutch",1231
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus gorbuscha",34853
"MC1.Skew.Tissue.noGB.3.1","Cottus asper",6649
"MC1.Skew.Tissue.noGB.3.1","Entosphenus tridentatus",16934
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus nerka",3950
"MC1.Skew.Tissue.noGB.3.1","Cottus marginatus",18784
"MC1.Skew.Tissue.noGB.3.1","Oncorhynchus tshawytscha",3369
"MC1.Skew.Tissue.noGB.3.1","Lampetra ayresii",12758
"MC1.Skew.Tissue.noGB.3.1","Salmo trutta",3157
"MC1.Skew.Tissue.noGB.3.1","Salvelinus malma",362
"MC1.Skew.Tissue.noGB.3.1","Cymatogaster aggregata",19
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus clarkii",5563
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus mykiss",3445
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus kisutch",861
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus gorbuscha",11602
"MC2.Even.Tissue.noGB.1.1","Cottus asper",3830
"MC2.Even.Tissue.noGB.1.1","Entosphenus tridentatus",14083
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus nerka",4984
"MC2.Even.Tissue.noGB.1.1","Oncorhynchus tshawytscha",5354
"MC2.Even.Tissue.noGB.1.1","Turdus migratorius",15706
"MC2.Even.Tissue.noGB.1.1","Gasterosteus aculeatus",9583
"MC2.Even.Tissue.noGB.1.1","Ascaphus truei",16605
"MC2.Even.Tissue.noGB.1.1","Ameiurus nebulosus",4929
"MC2.Even.Tissue.noGB.1.1","Castor canadensis",10927
"MC2.Even.Tissue.noGB.1.1","Ondatra zibethicus",5224
"MC2.Even.Tissue.noGB.1.1","Felis catus",829
"MC2.Even.Tissue.noGB.1.1","Salvelinus confluentus",200
"MC2.Even.Tissue.noGB.1.1","Cymatogaster aggregata",4
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus clarkii",3440
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus mykiss",2103
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus kisutch",535
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus gorbuscha",8062
"MC2.Even.Tissue.noGB.2.1","Cottus asper",2314
"MC2.Even.Tissue.noGB.2.1","Entosphenus tridentatus",8645
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus nerka",2790
"MC2.Even.Tissue.noGB.2.1","Oncorhynchus tshawytscha",3157
"MC2.Even.Tissue.noGB.2.1","Turdus migratorius",9885
"MC2.Even.Tissue.noGB.2.1","Gasterosteus aculeatus",5383
"MC2.Even.Tissue.noGB.2.1","Ascaphus truei",10323
"MC2.Even.Tissue.noGB.2.1","Ameiurus nebulosus",2841
"MC2.Even.Tissue.noGB.2.1","Castor canadensis",7877
"MC2.Even.Tissue.noGB.2.1","Ondatra zibethicus",3557
"MC2.Even.Tissue.noGB.2.1","Felis catus",436
"MC2.Even.Tissue.noGB.2.1","Salvelinus confluentus",111
"MC2.Even.Tissue.noGB.2.1","Cymatogaster aggregata",5
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus clarkii",5116
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus mykiss",3280
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus kisutch",632
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus gorbuscha",10795
"MC2.Even.Tissue.noGB.3.1","Cottus asper",3710
"MC2.Even.Tissue.noGB.3.1","Entosphenus tridentatus",12654
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus nerka",4488
"MC2.Even.Tissue.noGB.3.1","Oncorhynchus tshawytscha",4697
"MC2.Even.Tissue.noGB.3.1","Turdus migratorius",15078
"MC2.Even.Tissue.noGB.3.1","Gasterosteus aculeatus",9068
"MC2.Even.Tissue.noGB.3.1","Ascaphus truei",14514
"MC2.Even.Tissue.noGB.3.1","Ameiurus nebulosus",4441
"MC2.Even.Tissue.noGB.3.1","Castor canadensis",9740
"MC2.Even.Tissue.noGB.3.1","Ondatra zibethicus",4735
"MC2.Even.Tissue.noGB.3.1","Felis catus",701
"MC2.Even.Tissue.noGB.3.1","Salvelinus confluentus",179
"MC2.Even.Tissue.noGB.3.1","Cymatogaster aggregata",12
"MC2.Even.Tissue.GB.1.1","Oncorhynchus clarkii",6896
"MC2.Even.Tissue.GB.1.1","Oncorhynchus mykiss",4387
"MC2.Even.Tissue.GB.1.1","Oncorhynchus kisutch",920
"MC2.Even.Tissue.GB.1.1","Oncorhynchus gorbuscha",14438
"MC2.Even.Tissue.GB.1.1","Cottus asper",4676
"MC2.Even.Tissue.GB.1.1","Entosphenus tridentatus",17980
"MC2.Even.Tissue.GB.1.1","Oncorhynchus nerka",5982
"MC2.Even.Tissue.GB.1.1","Oncorhynchus tshawytscha",6532
"MC2.Even.Tissue.GB.1.1","Turdus migratorius",21822
"MC2.Even.Tissue.GB.1.1","Gasterosteus aculeatus",11584
"MC2.Even.Tissue.GB.1.1","Ascaphus truei",19483
"MC2.Even.Tissue.GB.1.1","Ameiurus nebulosus",5475
"MC2.Even.Tissue.GB.1.1","Castor canadensis",13814
"MC2.Even.Tissue.GB.1.1","Ondatra zibethicus",6633
"MC2.Even.Tissue.GB.1.1","Felis catus",824
"MC2.Even.Tissue.GB.1.1","Salvelinus confluentus",268
"MC2.Even.Tissue.GB.1.1","Cymatogaster aggregata",9
"MC2.Even.Tissue.GB.2.1","Oncorhynchus clarkii",6772
"MC2.Even.Tissue.GB.2.1","Oncorhynchus mykiss",4143
"MC2.Even.Tissue.GB.2.1","Oncorhynchus kisutch",1046
"MC2.Even.Tissue.GB.2.1","Oncorhynchus gorbuscha",13989
"MC2.Even.Tissue.GB.2.1","Cottus asper",3720
"MC2.Even.Tissue.GB.2.1","Entosphenus tridentatus",15082
"MC2.Even.Tissue.GB.2.1","Oncorhynchus nerka",5735
"MC2.Even.Tissue.GB.2.1","Oncorhynchus tshawytscha",5911
"MC2.Even.Tissue.GB.2.1","Turdus migratorius",18472
"MC2.Even.Tissue.GB.2.1","Gasterosteus aculeatus",10257
"MC2.Even.Tissue.GB.2.1","Ascaphus truei",16881
"MC2.Even.Tissue.GB.2.1","Ameiurus nebulosus",4783
"MC2.Even.Tissue.GB.2.1","Castor canadensis",11807
"MC2.Even.Tissue.GB.2.1","Ondatra zibethicus",5555
"MC2.Even.Tissue.GB.2.1","Felis catus",608
"MC2.Even.Tissue.GB.2.1","Salvelinus confluentus",241
"MC2.Even.Tissue.GB.3.1","Oncorhynchus clarkii",6496
"MC2.Even.Tissue.GB.3.1","Oncorhynchus mykiss",4146
"MC2.Even.Tissue.GB.3.1","Oncorhynchus kisutch",971
"MC2.Even.Tissue.GB.3.1","Oncorhynchus gorbuscha",13841
"MC2.Even.Tissue.GB.3.1","Cottus asper",3724
"MC2.Even.Tissue.GB.3.1","Entosphenus tridentatus",13801
"MC2.Even.Tissue.GB.3.1","Oncorhynchus nerka",5818
"MC2.Even.Tissue.GB.3.1","Oncorhynchus tshawytscha",6124
"MC2.Even.Tissue.GB.3.1","Turdus migratorius",18094
"MC2.Even.Tissue.GB.3.1","Gasterosteus aculeatus",9478
"MC2.Even.Tissue.GB.3.1","Ascaphus truei",15675
"MC2.Even.Tissue.GB.3.1","Ameiurus nebulosus",4807
"MC2.Even.Tissue.GB.3.1","Castor canadensis",11002
"MC2.Even.Tissue.GB.3.1","Ondatra zibethicus",4850
"MC2.Even.Tissue.GB.3.1","Felis catus",681
"MC2.Even.Tissue.GB.3.1","Salvelinus confluentus",253
"MC2.Even.Tissue.GB.3.1","Cymatogaster aggregata",7
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus clarkii",3807
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus mykiss",4715
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus kisutch",678
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus gorbuscha",41378
"MC2.Skew.Tissue.noGB.1.1","Cottus asper",2611
"MC2.Skew.Tissue.noGB.1.1","Entosphenus tridentatus",36568
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus nerka",4145
"MC2.Skew.Tissue.noGB.1.1","Oncorhynchus tshawytscha",7867
"MC2.Skew.Tissue.noGB.1.1","Turdus migratorius",5535
"MC2.Skew.Tissue.noGB.1.1","Gasterosteus aculeatus",1616
"MC2.Skew.Tissue.noGB.1.1","Ascaphus truei",2140
"MC2.Skew.Tissue.noGB.1.1","Ameiurus nebulosus",2741
"MC2.Skew.Tissue.noGB.1.1","Castor canadensis",10092
"MC2.Skew.Tissue.noGB.1.1","Ondatra zibethicus",427
"MC2.Skew.Tissue.noGB.1.1","Felis catus",47
"MC2.Skew.Tissue.noGB.1.1","Salvelinus confluentus",138
"MC2.Skew.Tissue.noGB.1.1","Cymatogaster aggregata",5
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus clarkii",4319
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus mykiss",5200
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus kisutch",732
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus gorbuscha",47602
"MC2.Skew.Tissue.noGB.2.1","Cottus asper",2351
"MC2.Skew.Tissue.noGB.2.1","Entosphenus tridentatus",41949
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus nerka",4711
"MC2.Skew.Tissue.noGB.2.1","Oncorhynchus tshawytscha",8678
"MC2.Skew.Tissue.noGB.2.1","Turdus migratorius",5878
"MC2.Skew.Tissue.noGB.2.1","Gasterosteus aculeatus",1284
"MC2.Skew.Tissue.noGB.2.1","Ascaphus truei",1922
"MC2.Skew.Tissue.noGB.2.1","Ameiurus nebulosus",2443
"MC2.Skew.Tissue.noGB.2.1","Castor canadensis",10702
"MC2.Skew.Tissue.noGB.2.1","Ondatra zibethicus",426
"MC2.Skew.Tissue.noGB.2.1","Felis catus",29
"MC2.Skew.Tissue.noGB.2.1","Salvelinus confluentus",149
"MC2.Skew.Tissue.noGB.2.1","Cymatogaster aggregata",3
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus clarkii",2351
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus mykiss",3050
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus kisutch",388
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus gorbuscha",27616
"MC2.Skew.Tissue.noGB.3.1","Cottus asper",984
"MC2.Skew.Tissue.noGB.3.1","Entosphenus tridentatus",18887
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus nerka",2906
"MC2.Skew.Tissue.noGB.3.1","Oncorhynchus tshawytscha",4862
"MC2.Skew.Tissue.noGB.3.1","Turdus migratorius",2460
"MC2.Skew.Tissue.noGB.3.1","Gasterosteus aculeatus",550
"MC2.Skew.Tissue.noGB.3.1","Ascaphus truei",761
"MC2.Skew.Tissue.noGB.3.1","Ameiurus nebulosus",1066
"MC2.Skew.Tissue.noGB.3.1","Castor canadensis",4790
"MC2.Skew.Tissue.noGB.3.1","Ondatra zibethicus",159
"MC2.Skew.Tissue.noGB.3.1","Felis catus",19
"MC2.Skew.Tissue.noGB.3.1","Salvelinus confluentus",64
"MC2.Skew.Tissue.noGB.3.1","Cymatogaster aggregata",2
"MC2.Skew.Tissue.noGB.3.1","Anoplopoma fimbria",3
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus clarkii",3585
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus mykiss",2030
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus kisutch",693
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus gorbuscha",8106
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus nerka",2949
"MC3.Even.Tissue.noGB.1.1","Bos taurus",32340
"MC3.Even.Tissue.noGB.1.1","Cottus marginatus",5025
"MC3.Even.Tissue.noGB.1.1","Oncorhynchus tshawytscha",2737
"MC3.Even.Tissue.noGB.1.1","Lampetra ayresii",1611
